player,team,position,games,year,rank,WAR,WAR/G,Flex WAR,Flex WAR/G
Avery Williams,FA,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Kye Robichaux,DET,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Ulysses Bentley IV,IND,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Elijah Mitchell,NE,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Keaontay Ingram,KC,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Jeff Wilson Jr.,MIA,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Michael Burton,DEN,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Deion Hankins,CHI,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Xazavian Valladay,FA,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Jashaun Corbin,NE,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Raheem Blackshear,FA,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Sincere McCormick,FA,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Jordan Mims,TEN,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Keilan Robinson,NYJ,RB,1,2025,180.0,-0.12,-0.12,-0.24,-0.24
Shedeur Sanders,CLE,QB,7,2025,195.0,-0.12,-0.02,,
Chig Okonkwo,TEN,TE,16,2025,196.0,-0.13,-0.01,-0.34,-0.02
Austin Ekeler,WAS,RB,3,2025,197.0,-0.14,-0.05,-0.42,-0.14
Luther Burden III,CHI,WR,14,2025,198.0,-0.14,-0.01,-0.56,-0.04
Philip Rivers,IND,QB,3,2025,199.0,-0.15,-0.05,,
Malik Cunningham,DET,WR,1,2025,200.0,-0.16,-0.16,-0.23,-0.23
River Cracraft,WAS,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Parris Campbell,DAL,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
DJ Turner,LV,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Jeremiah Webb,NE,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Ronnie Bell,NO,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Bryson Green,ARI,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Chandler Brayboy,JAC,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Cade McDonald,FA,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Brandon Smith,NE,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Maurice Alexander,CHI,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Dan Chisena,CAR,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Kristian Wilkerson,FA,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Ja'Corey Brooks,WAS,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Lawrence Cager,WAS,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Jacob Cowing,SF,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Russell Gage Jr.,FA,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
Jordan Moore,CIN,WR,1,2025,201.0,-0.16,-0.16,-0.24,-0.24
T.J. Hockenson,MIN,TE,15,2025,218.0,-0.17,-0.01,-0.36,-0.02
Clyde Edwards-Helaire,KC,RB,2,2025,219.0,-0.17,-0.09,-0.39,-0.19
Najee Harris,LAC,RB,3,2025,220.0,-0.17,-0.06,-0.46,-0.15
Dylan Sampson,CLE,RB,14,2025,221.0,-0.17,-0.01,-1.45,-0.1
Zach Davidson,NYG,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Drake Dabney,GB,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Nikola Kalinic,CHI,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Patrick Murtagh,DEN,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Princeton Fant,DAL,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Kenny Yeboah,FA,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Andrew DePaola,MIN,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Tyler Ott,WAS,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
CJ Dippre,NE,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Zach Horton,DET,TE,1,2025,222.0,-0.17,-0.17,-0.24,-0.24
Jayden Reed,GB,WR,6,2025,232.0,-0.19,-0.03,-0.31,-0.05
Sean Tucker,TB,RB,16,2025,233.0,-0.19,-0.01,-1.8,-0.11
Will Grier,DAL,QB,1,2025,234.0,-0.19,-0.19,,
Stetson Bennett IV,LAR,QB,1,2025,234.0,-0.19,-0.19,,
Brett Rypien,MIN,QB,1,2025,234.0,-0.19,-0.19,,
Adrian Martinez,SF,QB,1,2025,237.0,-0.2,-0.2,,
Jarrett Stidham,DEN,QB,1,2025,237.0,-0.2,-0.2,,
Ty Chandler,MIN,RB,2,2025,239.0,-0.2,-0.1,-0.42,-0.21
Clayton Tune,GB,QB,1,2025,240.0,-0.21,-0.21,,
Josh Williams,FA,RB,2,2025,241.0,-0.22,-0.11,-0.45,-0.23
Raheim Sanders,CLE,RB,4,2025,242.0,-0.22,-0.05,-0.6,-0.15
Braelon Allen,NYJ,RB,4,2025,243.0,-0.22,-0.06,-0.61,-0.15
Bhayshul Tuten,JAC,RB,14,2025,244.0,-0.23,-0.02,-1.49,-0.11
Lew Nichols III,PIT,RB,2,2025,245.0,-0.23,-0.12,-0.47,-0.24
Gary Brightwell,CIN,RB,2,2025,245.0,-0.23,-0.12,-0.47,-0.24
Alexander Mattison,MIA,RB,2,2025,245.0,-0.23,-0.12,-0.47,-0.24
Jordan James,SF,RB,2,2025,245.0,-0.23,-0.12,-0.47,-0.24
Tory Horton,SEA,WR,8,2025,249.0,-0.23,-0.03,-0.5,-0.06
Xavier Restrepo,TEN,WR,2,2025,250.0,-0.23,-0.12,-0.32,-0.16
Jake Browning,CIN,QB,5,2025,251.0,-0.24,-0.05,,
Nick Chubb,HOU,RB,15,2025,252.0,-0.24,-0.02,-1.56,-0.1
David Njoku,CLE,TE,12,2025,253.0,-0.25,-0.02,-0.47,-0.04
Justin Watson,HOU,WR,2,2025,254.0,-0.25,-0.12,-0.35,-0.17
Chris Oladokun,KC,QB,2,2025,255.0,-0.25,-0.12,,
Tyrod Taylor,NYJ,QB,6,2025,256.0,-0.25,-0.04,,
Quinn Ewers,MIA,QB,3,2025,257.0,-0.26,-0.09,,
Marquise Brown,KC,WR,15,2025,258.0,-0.26,-0.02,-0.6,-0.04
Jaret Patterson,LAC,RB,5,2025,259.0,-0.26,-0.05,-0.76,-0.15
Emanuel Wilson,GB,RB,16,2025,260.0,-0.26,-0.02,-1.83,-0.11
Kendre Miller,NO,RB,7,2025,261.0,-0.27,-0.04,-0.92,-0.13
Jacoby Jones,WAS,WR,2,2025,262.0,-0.28,-0.14,-0.4,-0.2
Corey Kiner,ARI,RB,3,2025,263.0,-0.28,-0.09,-0.62,-0.21
Nathan Carter,ATL,RB,3,2025,264.0,-0.29,-0.1,-0.63,-0.21
Will Mallory,IND,TE,2,2025,265.0,-0.3,-0.15,-0.41,-0.2
Bryce Oliver,TEN,WR,2,2025,266.0,-0.31,-0.15,-0.44,-0.22
Kirk Cousins,ATL,QB,9,2025,267.0,-0.31,-0.03,,
Antonio Gibson,NE,RB,5,2025,268.0,-0.31,-0.06,-0.81,-0.16
Mason Taylor,NYJ,TE,13,2025,269.0,-0.31,-0.02,-0.57,-0.04
Cam Akers,SEA,RB,3,2025,270.0,-0.32,-0.11,-0.67,-0.22
Tua Tagovailoa,MIA,QB,14,2025,271.0,-0.32,-0.02,,
Spencer Rattler,NO,QB,9,2025,272.0,-0.33,-0.04,,
Dalevon Campbell,LAC,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Steven Sims Jr.,ARI,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Kaden Davis,CLE,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Ricky White III,SEA,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Coleman Owen,IND,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Jackson Meeks,DET,WR,2,2025,273.0,-0.33,-0.16,-0.47,-0.24
Hunter Renfrow,CAR,WR,6,2025,279.0,-0.33,-0.05,-0.61,-0.1
Russell Wilson,NYG,QB,6,2025,280.0,-0.34,-0.06,,
Owen Wright,TB,RB,3,2025,281.0,-0.34,-0.11,-0.7,-0.23
Robbie Chosen,WAS,WR,3,2025,282.0,-0.34,-0.11,-0.48,-0.16
Zach Wood,NO,TE,2,2025,283.0,-0.34,-0.17,-0.47,-0.24
Thomas Fidone II,NYG,TE,2,2025,283.0,-0.34,-0.17,-0.47,-0.24
Treyton Welch,NO,TE,2,2025,283.0,-0.34,-0.17,-0.47,-0.24
Stephen Carlson,CHI,TE,2,2025,283.0,-0.34,-0.17,-0.47,-0.24
E.J. Jenkins,PHI,TE,2,2025,283.0,-0.34,-0.17,-0.47,-0.24
Eric Gray,NYG,RB,3,2025,288.0,-0.35,-0.12,-0.71,-0.24
Trey Sermon,PIT,RB,3,2025,288.0,-0.35,-0.12,-0.71,-0.24
Chase Edmonds,WAS,RB,3,2025,288.0,-0.35,-0.12,-0.71,-0.24
Jaydon Blue,DAL,RB,4,2025,291.0,-0.35,-0.09,-0.78,-0.19
Nyheim Miller-Hines,NO,RB,3,2025,292.0,-0.35,-0.12,-0.71,-0.24
Mecole Hardman Jr.,BUF,WR,2,2025,293.0,-0.35,-0.17,-0.51,-0.25
Josh Downs,IND,WR,15,2025,294.0,-0.35,-0.02,-0.64,-0.04
Rashid Shaheed,SEA,WR,17,2025,295.0,-0.35,-0.02,-0.73,-0.04
Zamir White,LV,RB,4,2025,296.0,-0.36,-0.09,-0.79,-0.2
Cade Otton,TB,TE,15,2025,297.0,-0.36,-0.02,-0.66,-0.04
Geno Smith,LV,QB,15,2025,298.0,-0.36,-0.02,,
Jaylen Wright,MIA,RB,10,2025,299.0,-0.37,-0.04,-1.36,-0.14
Calvin Ridley,TEN,WR,7,2025,300.0,-0.37,-0.05,-0.59,-0.08
Keon Coleman,BUF,WR,12,2025,301.0,-0.38,-0.03,-0.73,-0.06
Marcus Mariota,WAS,QB,12,2025,302.0,-0.38,-0.03,,
Greg Dulcich,MIA,TE,9,2025,303.0,-0.38,-0.04,-0.57,-0.06
Anthony Richardson Sr.,IND,QB,2,2025,304.0,-0.39,-0.19,,
Kedon Slovis,ARI,QB,2,2025,305.0,-0.39,-0.19,,
Tyler Huntley,BAL,QB,5,2025,306.0,-0.41,-0.08,,
Dameon Pierce,KC,RB,4,2025,307.0,-0.43,-0.11,-0.89,-0.22
DeeJay Dallas,JAC,RB,4,2025,308.0,-0.43,-0.11,-0.9,-0.23
Samaje Perine,CIN,RB,14,2025,309.0,-0.43,-0.03,-1.75,-0.12
Jaleel McLaughlin,DEN,RB,7,2025,310.0,-0.43,-0.06,-1.13,-0.16
Terrell Jennings,NE,RB,6,2025,311.0,-0.44,-0.07,-1.08,-0.18
Tay Martin,FA,WR,3,2025,312.0,-0.44,-0.15,-0.62,-0.21
Khalil Herbert,NYJ,RB,4,2025,313.0,-0.45,-0.11,-0.92,-0.23
Shedrick Jackson,LV,WR,4,2025,314.0,-0.45,-0.11,-0.64,-0.16
Jalen Coker,CAR,WR,10,2025,315.0,-0.46,-0.05,-0.73,-0.07
Michael Bandy,DEN,WR,4,2025,316.0,-0.46,-0.12,-0.66,-0.16
Malik Davis,DAL,RB,10,2025,317.0,-0.46,-0.05,-1.44,-0.14
Trayveon Williams,CLE,RB,6,2025,318.0,-0.47,-0.08,-1.11,-0.18
Noah Brown,WAS,WR,4,2025,319.0,-0.48,-0.12,-0.67,-0.17
Chris Blair,ATL,WR,3,2025,320.0,-0.49,-0.16,-0.71,-0.24
Malik Turner,SF,WR,3,2025,320.0,-0.49,-0.16,-0.71,-0.24
Jared Wiley,KC,TE,3,2025,322.0,-0.49,-0.16,-0.67,-0.22
Xavier Worthy,KC,WR,14,2025,323.0,-0.5,-0.04,-0.8,-0.06
Ryan Flournoy,DAL,WR,14,2025,324.0,-0.51,-0.04,-0.99,-0.07
Evan Hull,NO,RB,5,2025,325.0,-0.51,-0.1,-1.07,-0.21
Braxton Berrios,HOU,WR,4,2025,326.0,-0.51,-0.13,-0.73,-0.18
Keaton Mitchell,BAL,RB,12,2025,327.0,-0.51,-0.04,-1.63,-0.14
Tyler Higbee,LAR,TE,9,2025,328.0,-0.52,-0.06,-0.73,-0.08
Ko Kieft,TB,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
Nick Vannett,LAR,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
Giovanni Ricci,DET,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
James Winchester,KC,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
Travis Vokolek,ARI,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
Matt Orzech,GB,TE,3,2025,329.0,-0.52,-0.17,-0.71,-0.24
Ty Johnson,BUF,RB,16,2025,335.0,-0.52,-0.03,-1.99,-0.12
Josh Reynolds,NYJ,WR,5,2025,336.0,-0.52,-0.1,-0.73,-0.15
Emari Demercado,ARI,RB,12,2025,337.0,-0.52,-0.04,-1.68,-0.14
Joe Milton III,DAL,QB,3,2025,338.0,-0.53,-0.18,,
Zavier Scott,MIN,RB,10,2025,339.0,-0.53,-0.05,-1.55,-0.15
Trey Lance,LAC,QB,3,2025,340.0,-0.54,-0.18,,
Isaiah Hodgins,NYG,WR,6,2025,341.0,-0.54,-0.09,-0.79,-0.13
Evan Engram,DEN,TE,15,2025,342.0,-0.55,-0.04,-0.83,-0.06
Tyson Bagent,CHI,QB,3,2025,343.0,-0.56,-0.19,,
D'Ernest Johnson,NE,RB,5,2025,344.0,-0.56,-0.11,-1.16,-0.23
Pat Freiermuth,PIT,TE,16,2025,345.0,-0.56,-0.04,-1.0,-0.06
Mitchell Trubisky,BUF,QB,3,2025,346.0,-0.57,-0.19,,
Tanner McKee,PHI,QB,3,2025,347.0,-0.57,-0.19,,
Kalel Mullings,TEN,RB,5,2025,348.0,-0.57,-0.11,-1.17,-0.23
Zach Wilson,MIA,QB,3,2025,349.0,-0.57,-0.19,,
Brady Cook,NYJ,QB,4,2025,350.0,-0.57,-0.14,,
Joshua Dobbs,NE,QB,3,2025,351.0,-0.57,-0.19,,
Logan Woodside,ARI,QB,3,2025,352.0,-0.58,-0.19,,
James Mitchell,CAR,TE,4,2025,353.0,-0.59,-0.15,-0.79,-0.2
A.J. Dillon,PHI,RB,6,2025,354.0,-0.59,-0.1,-1.26,-0.21
Shane Zylstra,DET,TE,4,2025,355.0,-0.59,-0.15,-0.8,-0.2
Mack Hollins,NE,WR,15,2025,356.0,-0.59,-0.04,-0.96,-0.06
Cam Ward,TEN,QB,16,2025,357.0,-0.59,-0.04,,
Michael Mayer,LV,TE,12,2025,358.0,-0.6,-0.05,-0.96,-0.08
Gabe Davis,BUF,WR,5,2025,359.0,-0.6,-0.12,-0.84,-0.17
Jayden Higgins,HOU,WR,16,2025,360.0,-0.62,-0.04,-1.04,-0.07
David Moore,CAR,WR,4,2025,361.0,-0.62,-0.16,-0.89,-0.22
Tim Jones,JAC,WR,4,2025,362.0,-0.63,-0.16,-0.89,-0.22
Ronnie Rivers,LAR,RB,6,2025,363.0,-0.63,-0.1,-1.32,-0.22
Lucas Krull,DEN,TE,4,2025,364.0,-0.63,-0.16,-0.85,-0.21
Velus Jones Jr.,SEA,RB,6,2025,365.0,-0.65,-0.11,-1.35,-0.22
Quinton Bell,MIA,WR,4,2025,366.0,-0.66,-0.16,-0.94,-0.24
Jordan Clark,NYJ,WR,4,2025,366.0,-0.66,-0.16,-0.94,-0.24
Jalen Cropper,DAL,WR,4,2025,366.0,-0.66,-0.16,-0.94,-0.24
Riley Leonard,IND,QB,4,2025,369.0,-0.66,-0.17,,
Mike Gesicki,CIN,TE,12,2025,370.0,-0.66,-0.06,-1.02,-0.09
Jake Tonges,SF,TE,16,2025,371.0,-0.66,-0.04,-1.2,-0.07
Keleki Latu,BUF,TE,4,2025,372.0,-0.67,-0.17,-0.91,-0.23
Isaiah Davis,NYJ,RB,16,2025,373.0,-0.67,-0.04,-2.23,-0.14
Roschon Johnson,CHI,RB,6,2025,374.0,-0.67,-0.11,-1.38,-0.23
Josh Johnson,WAS,QB,4,2025,375.0,-0.67,-0.17,,
Curtis Samuel,BUF,WR,6,2025,376.0,-0.67,-0.11,-0.96,-0.16
Luke McCaffrey,WAS,WR,9,2025,377.0,-0.67,-0.07,-1.0,-0.11
Cooper Kupp,SEA,WR,15,2025,378.0,-0.68,-0.05,-1.03,-0.07
Andy Dalton,CAR,QB,4,2025,379.0,-0.68,-0.17,,
Craig Reynolds,NE,RB,6,2025,380.0,-0.69,-0.11,-1.41,-0.23
Hayden Rucci,MIA,TE,4,2025,381.0,-0.69,-0.17,-0.94,-0.24
Jerry Jeudy,CLE,WR,16,2025,382.0,-0.7,-0.04,-1.14,-0.07
Tom Kennedy,DET,WR,5,2025,383.0,-0.71,-0.14,-1.01,-0.2
Greg Dortch,ARI,WR,12,2025,384.0,-0.71,-0.06,-1.13,-0.09
Elic Ayomanor,TEN,WR,15,2025,385.0,-0.71,-0.05,-1.09,-0.07
Kevin Austin Jr.,NO,WR,7,2025,386.0,-0.72,-0.1,-1.07,-0.15
Jeremy McNichols,WAS,RB,16,2025,387.0,-0.73,-0.05,-2.27,-0.14
Jalen Brooks,ARI,WR,5,2025,388.0,-0.74,-0.15,-1.05,-0.21
Jahdae Walker,CHI,WR,6,2025,389.0,-0.75,-0.13,-1.08,-0.18
Teddy Bridgewater,TB,QB,4,2025,390.0,-0.75,-0.19,,
Darius Slayton,NYG,WR,13,2025,391.0,-0.76,-0.06,-1.1,-0.08
Chimere Dike,TEN,WR,16,2025,392.0,-0.76,-0.05,-1.28,-0.08
Cooper Rush,BAL,QB,4,2025,393.0,-0.76,-0.19,,
Jordan Watkins,SF,WR,5,2025,394.0,-0.76,-0.15,-1.09,-0.22
Treylon Burks,WAS,WR,7,2025,395.0,-0.77,-0.11,-1.09,-0.16
Jonathan Mingo,DAL,WR,5,2025,396.0,-0.78,-0.16,-1.11,-0.22
Tip Reiman,ARI,TE,5,2025,397.0,-0.78,-0.16,-1.05,-0.21
Gardner Minshew II,KC,QB,4,2025,398.0,-0.78,-0.19,,
Kyle Allen,DET,QB,4,2025,399.0,-0.78,-0.2,,
Nick Mullens,JAC,QB,4,2025,400.0,-0.78,-0.2,,
Jimmy Garoppolo,LAR,QB,4,2025,401.0,-0.78,-0.2,,
Ray-Ray McCloud III,FA,WR,6,2025,402.0,-0.79,-0.13,-1.12,-0.19
Andre Baccellia,ARI,WR,5,2025,403.0,-0.79,-0.16,-1.12,-0.22
Jalen Milroe,SEA,QB,4,2025,404.0,-0.79,-0.2,,
Mason Rudolph,PIT,QB,5,2025,405.0,-0.79,-0.16,,
Sione Vaki,DET,RB,7,2025,406.0,-0.8,-0.11,-1.64,-0.23
Moliki Matavao,NO,TE,5,2025,407.0,-0.81,-0.16,-1.1,-0.22
Jakob Johnson,HOU,RB,7,2025,408.0,-0.81,-0.12,-1.65,-0.24
Travis Homer,CHI,RB,7,2025,409.0,-0.81,-0.12,-1.65,-0.24
Anthony Firkser,DET,TE,6,2025,410.0,-0.81,-0.14,-1.1,-0.18
Cam Grandy,CIN,TE,5,2025,411.0,-0.81,-0.16,-1.11,-0.22
Jerome Ford,CLE,RB,13,2025,412.0,-0.82,-0.06,-2.12,-0.16
Tahj Washington,MIA,WR,5,2025,413.0,-0.82,-0.16,-1.18,-0.24
Britain Covey,PHI,WR,5,2025,414.0,-0.82,-0.16,-1.18,-0.24
Justin Shorter,LV,WR,5,2025,414.0,-0.82,-0.16,-1.18,-0.24
Jason Brownlee,KC,WR,5,2025,414.0,-0.82,-0.16,-1.18,-0.24
Dalen Cambre,NYG,WR,5,2025,414.0,-0.82,-0.16,-1.18,-0.24
DeAndre Carter,CLE,WR,5,2025,414.0,-0.82,-0.16,-1.18,-0.24
DJ Giddens,IND,RB,8,2025,419.0,-0.83,-0.1,-1.75,-0.22
Xavier Legette,CAR,WR,14,2025,420.0,-0.83,-0.06,-1.41,-0.1
Zay Jones,ARI,WR,8,2025,421.0,-0.84,-0.1,-1.21,-0.15
Jelani Woods,NYJ,TE,5,2025,422.0,-0.84,-0.17,-1.14,-0.23
Noah Fant,CIN,TE,14,2025,423.0,-0.84,-0.06,-1.2,-0.09
Gunnar Helm,TEN,TE,16,2025,424.0,-0.85,-0.05,-1.2,-0.08
Mitchell Fraboni,DEN,TE,5,2025,425.0,-0.86,-0.17,-1.18,-0.24
Marcedes Lewis,DEN,TE,5,2025,425.0,-0.86,-0.17,-1.18,-0.24
Sterling Shepard,TB,WR,13,2025,427.0,-0.87,-0.07,-1.24,-0.1
Kenny Pickett,LV,QB,5,2025,428.0,-0.87,-0.17,,
Kendrick Bourne,SF,WR,15,2025,429.0,-0.88,-0.06,-1.47,-0.1
Austin Trammell,JAC,WR,6,2025,430.0,-0.88,-0.15,-1.26,-0.21
Brian Robinson Jr.,SF,RB,16,2025,431.0,-0.88,-0.06,-2.45,-0.15
Dawson Knox,BUF,TE,16,2025,432.0,-0.9,-0.06,-1.33,-0.08
Tez Johnson,TB,WR,15,2025,433.0,-0.9,-0.06,-1.47,-0.1
Deven Thompkins,ATL,WR,6,2025,434.0,-0.9,-0.15,-1.29,-0.21
Ameer Abdullah,IND,RB,12,2025,435.0,-0.91,-0.08,-2.16,-0.18
George Holani,SEA,RB,10,2025,436.0,-0.92,-0.09,-2.04,-0.2
Isaac Guerendo,SF,RB,8,2025,437.0,-0.92,-0.12,-1.89,-0.24
Lil'Jordan Humphrey,DEN,WR,9,2025,438.0,-0.93,-0.1,-1.34,-0.15
Casey Washington,ATL,WR,7,2025,439.0,-0.94,-0.13,-1.33,-0.19
Brashard Smith,KC,RB,16,2025,440.0,-0.94,-0.06,-2.55,-0.16
Efton Chism III,NE,WR,7,2025,441.0,-0.94,-0.13,-1.37,-0.2
Adonai Mitchell,NYJ,WR,15,2025,442.0,-0.94,-0.06,-1.56,-0.1
Hunter Long,JAC,TE,9,2025,443.0,-0.94,-0.1,-1.27,-0.14
Tyquan Thornton,KC,WR,14,2025,444.0,-0.95,-0.07,-1.46,-0.1
Raheem Mostert,LV,RB,12,2025,445.0,-0.95,-0.08,-2.22,-0.18
Dillon Gabriel,CLE,QB,10,2025,446.0,-0.96,-0.1,,
KaVontae Turpin,DAL,WR,14,2025,447.0,-0.97,-0.07,-1.43,-0.1
Ollie Gordon II,MIA,RB,16,2025,448.0,-0.97,-0.06,-2.61,-0.16
Drew Lock,SEA,QB,5,2025,449.0,-0.97,-0.19,,
Calvin Austin III,PIT,WR,13,2025,450.0,-0.97,-0.07,-1.45,-0.11
Jalen Royals,KC,WR,6,2025,451.0,-0.99,-0.16,-1.41,-0.24
Josh Whyle,GB,TE,7,2025,452.0,-0.99,-0.14,-1.33,-0.19
Tutu Atwell,LAR,WR,9,2025,453.0,-0.99,-0.11,-1.47,-0.16
Pharaoh Brown,ARI,TE,6,2025,454.0,-0.99,-0.17,-1.35,-0.23
Kene Nwangwu,NYJ,RB,9,2025,455.0,-1.0,-0.11,-2.06,-0.23
Xavier Gipson,NYG,WR,6,2025,456.0,-1.0,-0.17,-1.44,-0.24
Devaughn Vele,NO,WR,13,2025,457.0,-1.0,-0.08,-1.57,-0.12
Kyle Juszczyk,SF,RB,16,2025,458.0,-1.0,-0.06,-2.59,-0.16
Cade Stover,HOU,TE,8,2025,459.0,-1.02,-0.13,-1.38,-0.17
Dante Pettis,NO,WR,7,2025,460.0,-1.03,-0.15,-1.47,-0.21
Dontayvion Wicks,GB,WR,14,2025,461.0,-1.03,-0.07,-1.66,-0.12
Will Dissly,LAC,TE,8,2025,462.0,-1.03,-0.13,-1.38,-0.17
Brayden Willis,SF,TE,6,2025,463.0,-1.03,-0.17,-1.41,-0.24
C.J. Ham,MIN,RB,10,2025,464.0,-1.04,-0.1,-2.19,-0.22
Kaleb Johnson,PIT,RB,10,2025,465.0,-1.04,-0.1,-2.18,-0.22
Jalen Nailor,MIN,WR,16,2025,466.0,-1.06,-0.07,-1.72,-0.11
Joshua Palmer,BUF,WR,11,2025,467.0,-1.06,-0.1,-1.49,-0.14
Elijah Moore,DEN,WR,9,2025,468.0,-1.06,-0.12,-1.5,-0.17
Nate Adkins,DEN,TE,8,2025,469.0,-1.06,-0.13,-1.45,-0.18
Christian Kirk,HOU,WR,12,2025,470.0,-1.06,-0.09,-1.55,-0.13
Marvin Mims Jr.,DEN,WR,15,2025,471.0,-1.06,-0.07,-1.65,-0.11
Jonnu Smith,PIT,TE,16,2025,472.0,-1.06,-0.07,-1.47,-0.09
Matthew Golden,GB,WR,13,2025,473.0,-1.07,-0.08,-1.54,-0.12
Cedric Tillman,CLE,WR,12,2025,474.0,-1.07,-0.09,-1.57,-0.13
Isaiah Likely,BAL,TE,13,2025,475.0,-1.09,-0.08,-1.51,-0.12
Tyler Goodson,IND,RB,10,2025,476.0,-1.09,-0.11,-2.26,-0.23
Ja'Tavion Sanders,CAR,TE,13,2025,477.0,-1.11,-0.09,-1.53,-0.12
Darnell Mooney,ATL,WR,14,2025,478.0,-1.11,-0.08,-1.6,-0.11
Olamide Zaccheaus,CHI,WR,15,2025,479.0,-1.12,-0.07,-1.64,-0.11
Stone Smartt,NYJ,TE,8,2025,480.0,-1.12,-0.14,-1.53,-0.19
Max Brosmer,MIN,QB,6,2025,481.0,-1.13,-0.19,,
Malik Washington,MIA,WR,16,2025,482.0,-1.13,-0.07,-1.59,-0.1
Xavier Weaver,ARI,WR,8,2025,483.0,-1.13,-0.14,-1.6,-0.2
Marquez Valdes-Scantling,PIT,WR,9,2025,484.0,-1.14,-0.13,-1.62,-0.18
DeMario Douglas,NE,WR,16,2025,485.0,-1.14,-0.07,-1.74,-0.11
Simi Fehoko,ARI,WR,7,2025,486.0,-1.15,-0.16,-1.65,-0.24
Tank Bigsby,PHI,RB,15,2025,487.0,-1.15,-0.08,-2.75,-0.18
James Proche II,TEN,WR,8,2025,488.0,-1.16,-0.14,-1.65,-0.21
Dylan Drummond,ATL,WR,8,2025,489.0,-1.16,-0.15,-1.65,-0.21
Tanner Hudson,CIN,TE,12,2025,490.0,-1.17,-0.1,-1.57,-0.13
Brock Wright,DET,TE,11,2025,491.0,-1.18,-0.11,-1.61,-0.15
Cody White,SEA,WR,9,2025,492.0,-1.18,-0.13,-1.72,-0.19
Jalin Hyatt,NYG,WR,8,2025,493.0,-1.2,-0.15,-1.71,-0.21
Cole Kmet,CHI,TE,15,2025,494.0,-1.2,-0.08,-1.61,-0.11
Andrei Iosivas,CIN,WR,16,2025,495.0,-1.2,-0.08,-1.81,-0.11
Jamari Thrash,CLE,WR,9,2025,496.0,-1.21,-0.13,-1.7,-0.19
Devontez Walker,BAL,WR,10,2025,497.0,-1.21,-0.12,-1.79,-0.18
Dareke Young,SEA,WR,8,2025,498.0,-1.22,-0.15,-1.75,-0.22
Rasheen Ali,BAL,RB,14,2025,499.0,-1.24,-0.09,-2.78,-0.2
Tanner Conner,NYG,TE,9,2025,500.0,-1.24,-0.14,-1.65,-0.18
Pat Bryant,DEN,WR,14,2025,501.0,-1.24,-0.09,-1.79,-0.13
