Player,Team,FPTS,FPTS High,FPTS Low,Bye,ADP Rank,POS,ADP,AVG,MODE,MAD,AVG High,AVG Low,Pos,WAR,WAR High,WAR Low,WAR MAD,Rank,Historical WAR,Pos Rank,Overall Rank,Dollar Value,Flex WAR,Flex WAR High,Flex WAR Low,Diff,Tier
Matthew Stafford,LAR,253.67599999999993,282.42,224.3,6,148,QB20,151.4,14.922117647058819,254.30799999999977,14.959294117647046,16.61294117647059,13.194117647058825,QB,-0.0696244747472134,0.6188807679637545,-0.7598761442481683,-0.0545996470380003,20.0,0.8213768657912961,20.0QB,133.0,1800.0,-,-,-,18.400000000000006,8
DeMario Douglas,NE,158.72,174.38,145.08,14,189,WR67,202.8,9.336470588235294,156.69999999999993,9.217647058823525,10.25764705882353,8.534117647058824,WR,-0.06962627527524168,0.2961036458433788,-0.38341854366509875,-0.116395290800478,58.0,-0.3122046458248022,58.0WR,134.0,1700.0,-0.2880033879566593,0.08998954956378619,-0.6158422937040802,68.80000000000001,8
Keon Coleman,BUF,158.71,191.6,122.28,12,100,WR42,104.6,9.335882352941177,162.25,9.544117647058824,11.270588235294117,7.192941176470589,WR,-0.06985804835853193,0.7037974732483251,-0.8961547256574656,0.012337764338821777,59.0,-0.3126076664210083,59.0WR,135.0,1600.0,-0.28824432351640983,0.5062732946383476,-1.158769362294122,-30.400000000000006,8
Aaron Rodgers,NYJ,253.574,279.34,220.3,12,134,QB18,136.6,14.916117647058824,261.082,15.357764705882353,16.43176470588235,12.958823529411765,QB,-0.07204878325214753,0.5446991488784028,-0.8524225910447338,0.10681511127576299,21.0,0.7896885675033891,21.0QB,136.0,1500.0,-,-,-,0.5999999999999943,8
Romeo Doubs,GB,157.21,188.2,134.74,10,138,WR52,141.8,9.24764705882353,148.69,8.746470588235294,11.070588235294117,7.925882352941177,WR,-0.10459664558571535,0.6229072182282303,-0.6179058286789059,-0.3008423400610879,60.0,-0.406512235990418,60.0WR,137.0,1500.0,-0.32437633220174067,0.42409828957631956,-0.8630040713313352,4.800000000000011,8
Luke Musgrave,GB,117.45,142.6,89.33,10,166,TE17,171.8,6.908823529411765,120.42000000000002,7.083529411764707,8.388235294117647,5.254705882352941,TE,-0.10656300489662968,0.48726688807939184,-0.7540547276416081,-0.03706647490260384,20.0,0.0514311703040754,20.0TE,138.0,1500.0,-1.2726988719727177,-0.6752455637435717,-1.9260132566636607,33.80000000000001,8
Gabe Davis,JAC,156.48,178.11,132.1,12,164,WR61,170.0,9.20470588235294,159.2299999999999,9.366470588235288,10.477058823529413,7.770588235294118,WR,-0.12148293156852175,0.38396814891857656,-0.6772681363840877,-0.05780266799230399,61.0,-0.4176788333207425,61.0WR,139.0,1500.0,-0.34195440824904083,0.18015353828821873,-0.9258757609792592,31.0,8
Chigoziem Okonkwo,TEN,114.92000000000002,128.79,92.7,5,205,TE23,201.3,6.760000000000001,123.27000000000004,7.251176470588238,7.575882352941176,5.452941176470588,TE,-0.1656126603768438,0.15975677187104526,-0.6775613924617273,0.029795803128899012,21.0,-0.05529889001312,21.0TE,140.0,1500.0,-1.332197820469617,-1.0045536107389244,-1.8487283938177597,61.30000000000001,8
Rashid Shaheed,NO,152.44,175.6,135.64999999999998,12,179,WR66,186.2,8.967058823529412,146.07,8.59235294117647,10.329411764705881,7.979411764705881,WR,-0.2146956571078515,0.3248127207080854,-0.5973947848054804,-0.36080829836624423,62.0,-0.4247931298752145,62.0WR,141.0,1500.0,-0.43915668886866277,0.1194772706964381,-0.8413088830295761,45.19999999999999,8
Geno Smith,SEA,246.86399999999998,285.992,203.644,10,185,QB25,195.0,14.521411764705881,250.95599999999985,14.762117647058815,16.82305882352941,11.979058823529412,QB,-0.2311568674470763,0.7049957051602191,-1.2332931309993123,-0.13421594117686414,22.0,0.6352228147450368,22.0QB,142.0,1500.0,-,-,-,53.0,8
Juwan Johnson,NO,111.49,137.87,85.5,12,268,TE31,271.3,6.5582352941176465,111.09999999999997,6.535294117647057,8.11,5.029411764705882,TE,-0.24543776425241876,0.37474134315207497,-0.8405863884052867,-0.2544968688630908,22.0,-0.0770732133367686,22.0TE,143.0,1500.0,-1.412656143499595,-0.7883335644544716,-2.013474266366912,128.3,8
Noah Fant,SEA,111.36,119.7,97.30000000000001,10,255,TE29,247.0,6.550588235294118,117.07999999999998,6.887058823529411,7.041176470588235,5.723529411764707,TE,-0.24845786191279856,-0.05393135102220081,-0.572631658562117,-0.11520752628316294,23.0,-0.0883166727225218,23.0TE,144.0,1500.0,-1.4157007830746173,-1.21968042544112,-1.7427584468332737,103.0,8
Ja'Lynn Polk,NE,148.98000000000002,165.73,135.20000000000002,14,177,WR65,184.8,8.763529411764708,146.01000000000005,8.588823529411767,9.748823529411764,7.952941176470589,WR,-0.29419354159771505,0.09342227553664789,-0.6075407245393354,-0.3621793822357492,63.0,-0.4355909266038468,63.0WR,145.0,1500.0,-0.5222868653122978,-0.11894795529940122,-0.8520387476764717,39.80000000000001,8
Darnell Mooney,ATL,147.85,174.58000000000004,123.22,12,174,WR64,183.8,8.697058823529412,145.7499999999999,8.5735294117647,10.269411764705884,7.248235294117647,WR,-0.3200882411114666,0.3008080556974816,-0.8753372611444299,-0.368119605965715,64.0,-0.4367561046677557,64.0WR,146.0,1500.0,-0.5494106154595062,0.09482337127997331,-1.1365469137991058,37.80000000000001,8
Nick Chubb,CLE,135.98000000000002,180.10000000000002,105.60000000000001,10,95,RB34,100.0,7.998823529411766,122.24000000000001,7.190588235294118,10.594117647058825,6.211764705882353,RB,-0.3255110579241762,0.7023866763376202,-1.0028464355872184,-0.635485806942795,38.0,0.6796789826414227,38.0RB,147.0,1500.0,-0.8334384973775519,0.2282653211131223,-1.5502351104425243,-47.0,9
Jonathon Brooks,CAR,135.92,159.0,108.87,11,96,RB35,100.4,7.995294117647058,139.89,8.228823529411764,9.352941176470589,6.404117647058824,RB,-0.3268767055958923,0.20540472676300386,-0.9313962962166276,-0.23630003382842535,39.0,0.5840213626657621,39.0RB,148.0,1500.0,-0.8348695904489603,-0.2812569011873097,-1.4739478265129162,-47.599999999999994,9
Chuba Hubbard,CAR,134.34,165.18,113.30000000000001,11,131,RB43,133.2,7.902352941176471,124.53999999999996,7.325882352941174,9.716470588235294,6.6647058823529415,RB,-0.3628020401170743,0.3500653948319286,-0.8340097972466758,-0.5839962651929331,40.0,0.5709158476428697,40.0RB,149.0,1500.0,-0.8725366623485336,-0.13222228896329302,-1.370228698853086,-15.800000000000011,9
John Stephens Jr.,DAL,145.10000000000002,145.10000000000002,145.10000000000002,7,855,WR284,767.0,8.53529411764706,145.10000000000002,8.53529411764706,8.53529411764706,8.53529411764706,WR,-0.3829620380953642,-0.3829620380953642,-0.3829620380953642,-0.3829620380953642,65.0,-0.4679562585017192,65.0WR,150.0,1500.0,-0.6153629460837221,-0.6153629460837221,-0.6153629460837221,617.0,9
J.K. Dobbins,LAC,133.35,193.04,84.06,5,129,RB41,132.6,7.844117647058823,122.94999999999993,7.232352941176466,11.355294117647059,4.944705882352942,RB,-0.385275879458544,1.0108874165246005,-1.463691631773552,-0.6196089058201494,41.0,0.5399814193293411,41.0RB,151.0,1500.0,-0.8961198075043769,0.5410674893028353,-2.046252282930004,-18.400000000000006,9
Antonio Gibson,NE,132.78,179.76000000000002,103.81,14,168,RB50,173.6,7.810588235294118,114.76999999999998,6.751176470588234,10.574117647058825,6.106470588235294,RB,-0.3982025453843294,0.6943143596502097,-1.0417984047509417,-0.8015471322007662,42.0,0.538460141177292,42.0RB,152.0,1500.0,-0.9096914235473282,0.22004496755724434,-1.5918927023144893,21.599999999999994,9
Wan'Dale Robinson,NYG,142.47000000000003,159.89999999999998,123.91,11,251,WR78,241.0,8.38058823529412,143.60000000000014,8.447058823529419,9.405882352941175,7.288823529411765,WR,-0.44289697032020625,-0.042260255912024314,-0.8600378028456129,-0.41716916058829057,66.0,-0.5110342203014744,66.0WR,153.0,1500.0,-0.6783574393137478,-0.25956802201453694,-1.1202247043064246,88.0,9
Isaiah Likely,BAL,101.94,144.0,76.1,14,169,TE18,177.8,5.996470588235294,85.72,5.04235294117647,8.470588235294118,4.476470588235294,TE,-0.46620746169553495,0.5206364538931166,-1.0510599152634144,-0.8356277352959935,24.0,-0.1153134286037119,24.0TE,154.0,1500.0,-1.6353327619024534,-0.6417202816293062,-2.2263599120390776,23.80000000000001,9
Will Levis,TEN,236.42200000000003,268.55,201.14000000000001,5,184,QB24,194.2,13.907176470588237,239.57600000000002,14.092705882352943,15.797058823529412,11.831764705882353,QB,-0.4771470915625127,0.28548061570266914,-1.2898773528621625,-0.4030680091795575,23.0,0.5999062651220299,23.0QB,155.0,1500.0,-,-,-,39.19999999999999,9
Daniel Jones,NYG,234.99400000000003,287.572,194.92000000000002,11,262,QB32,254.7,13.823176470588237,222.49000000000007,13.087647058823533,16.916,11.465882352941177,QB,-0.5106201374718515,0.7431120728419485,-1.4296135883458436,-0.8018018908019058,24.0,0.5559700263197607,24.0QB,156.0,1500.0,-,-,-,98.69999999999999,9
Derek Carr,NO,234.066,277.14200000000005,204.1,12,193,QB26,222.2,13.768588235294118,220.9559999999999,12.997411764705877,16.3024705882353,12.005882352941176,QB,-0.5323500190310719,0.49180642825527576,-1.2229687584562345,-0.8372719530197406,25.0,0.4490874210977332,25.0QB,157.0,1500.0,-,-,-,65.19999999999999,9
Jaleel McLaughlin,DEN,125.95,155.33,100.53,14,157,RB48,164.6,7.408823529411765,121.99000000000001,7.175882352941177,9.137058823529413,5.913529411764706,RB,-0.5523495662903303,0.11989285307776815,-1.1128754891813053,-0.6410724783632016,43.0,0.4491949907842351,43.0RB,158.0,1500.0,-1.0719192659499384,-0.3696373362898738,-1.6680323683332017,6.599999999999994,9
Josh Downs,IND,136.88000000000002,153.0,115.69,14,219,WR69,194.7,8.051764705882354,141.9500000000001,8.350000000000007,9.0,6.805294117647058,WR,-0.5696316271555414,-0.20179973029015286,-1.0412641884418568,-0.45472420424154236,67.0,-0.5132113997209719,67.0WR,159.0,1500.0,-0.8119660809156428,-0.425691521441427,-1.3141028513331616,35.69999999999999,9
Michael Wilson,ARI,136.83,157.1,114.7,11,225,WR71,211.0,8.048823529411765,138.69,8.158235294117647,9.241176470588234,6.747058823529412,WR,-0.5707610897341071,-0.1071419901685553,-1.0629350532750645,-0.5286953523548942,68.0,-0.5278555449731306,68.0WR,160.0,1500.0,-0.8131592871808258,-0.3270253473572069,-1.3373656288894915,51.0,9
Hayden Hurst,LAC,96.89,120.52,68.2,5,311,TE38,286.5,5.699411764705882,101.95000000000002,5.997058823529413,7.089411764705882,4.011764705882353,TE,-0.5820077863094162,-0.03472327041599971,-1.2257418256631412,-0.4659774865540974,25.0,-0.147016233487809,25.0TE,161.0,1500.0,-1.7522253869013482,-1.2003343860892872,-2.4032087071137953,125.5,9
Adonai Mitchell,IND,135.98000000000002,148.5,123.19,14,162,WR60,169.8,7.998823529411766,136.25000000000006,8.014705882352944,8.735294117647058,7.246470588235294,WR,-0.5899505676324281,-0.30519723293255124,-0.8760020994231081,-0.5838574212583794,69.0,-0.5679038617093659,69.0WR,162.0,1500.0,-0.8334384973775519,-0.5338100659578888,-1.1372563842273138,7.800000000000011,9
Ty Chandler,MIN,124.25000000000001,150.09,91.07000000000001,6,154,RB47,160.2,7.308823529411765,131.59000000000003,7.740588235294119,8.828823529411764,5.357058823529412,RB,-0.5904975318828974,-0.0016579807359544674,-1.315646160963679,-0.4251593644758956,44.0,0.3684340836933208,44.0RB,163.0,1500.0,-1.11217879992095,-0.49563056790872184,-1.8861471925824769,-2.8000000000000114,9
Rico Dowdle,DAL,124.23000000000002,163.82,107.6,7,147,RB45,151.0,7.30764705882353,101.2700000000001,5.957058823529417,9.636470588235294,6.329411764705882,RB,-0.5909457987316943,0.3181616235140187,-0.9591905266931628,-1.0968738472865514,45.0,0.3656490606820285,45.0RB,164.0,1500.0,-1.1126521443284634,-0.1650391989282481,-1.5036044166906315,-13.0,9
Dontayvion Wicks,GB,135.82,161.32000000000002,116.04,10,173,WR63,183.0,7.989411764705882,130.09999999999997,7.652941176470586,9.489411764705883,6.825882352941177,WR,-0.5935602923949874,-0.009284541197013996,-1.0335946253903938,-0.7220966244628586,70.0,-0.5688574295556343,70.0WR,165.0,1500.0,-0.8372546332453925,-0.22533661344965666,-1.3058739614534196,18.0,9
Jonnu Smith,MIA,96.11,121.4,77.8,6,214,TE24,224.3,5.653529411764706,89.13,5.2429411764705875,7.141176470588236,4.576470588235294,TE,-0.5998326305334423,-0.014094088353873047,-1.0132018334962856,-0.7585840675300994,26.0,-0.1960430370648909,26.0TE,166.0,1500.0,-1.7702240282318655,-1.1795589431403646,-2.1880520173044826,58.30000000000001,9
Sam Darnold,MIN,229.81599999999997,281.24,154.588,6,220,QB29,271.5,13.518588235294116,253.6199999999999,14.918823529411759,16.543529411764705,9.093411764705882,QB,-0.6316299234441223,0.5904521159379659,-2.3037423598317806,-0.07095548785168465,26.0,0.1944144706833027,26.0QB,167.0,1500.0,-,-,-,104.5,9
Blake Corum,LAR,122.38,153.29,80.66,6,122,RB40,126.8,7.198823529411764,133.19,7.834705882352941,9.01705882352941,4.744705882352941,RB,-0.632356408225532,0.07249400639919057,-1.5347959793619115,-0.3889053660148798,46.0,0.2240617603661412,46.0RB,168.0,1500.0,-1.1564060240478173,-0.418717384127142,-2.1234100062447343,-41.2,9
Zach Charbonnet,SEA,122.36000000000001,140.78000000000003,98.85000000000001,10,143,RB44,146.4,7.19764705882353,127.44999999999999,7.497058823529411,8.281176470588237,5.814705882352942,RB,-0.6328035030715455,-0.2159350432849525,-1.1491291898796336,-0.5186158860608112,47.0,0.2083799318500642,47.0RB,169.0,1500.0,-1.156878706087031,-0.7187929840075526,-1.7069310842108067,-22.599999999999994,9
Tyler Allgeier,ATL,121.13000000000001,146.78,102.80000000000001,12,151,RB46,157.2,7.1252941176470594,113.81000000000003,6.694705882352943,8.634117647058824,6.0470588235294125,RB,-0.6602754970941715,-0.0780947607426512,-1.0637263438167242,-0.8227554494060076,48.0,0.1870343058711892,48.0RB,170.0,1500.0,-1.1859347392302255,-0.5750818341006654,-1.6153651578710617,-12.800000000000011,9
Demarcus Robinson,LAR,130.49,159.56,100.87,6,266,WR82,270.0,7.675882352941177,131.04000000000002,7.708235294117649,9.385882352941177,5.933529411764706,WR,-0.7133648498854417,-0.05014878524744515,-1.3619971463573435,-0.7010427336105636,71.0,-0.6013470929337777,71.0WR,171.0,1500.0,-0.9641664481575517,-0.26776226156586497,-1.6601517050587862,99.0,9
Mike Gesicki,CIN,89.58,115.80000000000001,66.1,12,248,TE28,234.0,5.2694117647058825,86.84,5.108235294117647,6.811764705882354,3.8882352941176466,TE,-0.7483914114193528,-0.14508972504975198,-1.27182156702771,-0.8103611663069104,27.0,-0.2164740569999566,27.0TE,172.0,1500.0,-1.9202903748285252,-1.3115168906242811,-2.4498852552083394,62.0,9
Trey Benson,ARI,116.70000000000002,158.57,84.72,11,130,RB42,132.6,6.8647058823529425,106.81000000000003,6.28294117647059,9.32764705882353,4.983529411764706,RB,-0.7588167817767,0.19536997615748264,-1.4498354157075566,-0.9764514237397349,49.0,0.1699173366850012,49.0RB,173.0,1500.0,-1.290350043397549,-0.29161734561175423,-2.031236282941836,-40.400000000000006,10
Zach Ertz,WAS,88.83,132.6,72.96000000000001,14,192,TE20,221.8,5.225294117647059,60.93000000000001,3.584117647058824,7.8,4.291764705882353,TE,-0.765375884190431,0.24979100881180955,-1.1207389742194271,-1.3846092373380217,28.0,-0.2633906397033163,28.0TE,174.0,1500.0,-1.9374539495243355,-0.9139761898319527,-2.296885265255323,47.80000000000001,10
Rashod Bateman,BAL,127.76,134.8,119.0,14,243,WR76,230.3,7.515294117647059,129.48000000000002,7.616470588235295,7.929411764705883,7.0,WR,-0.7743866532240307,-0.6165542206675286,-0.9685634328440137,-0.7359680870844,72.0,-0.6268334993820996,72.0WR,175.0,1500.0,-1.0290009007178615,-0.8615739837197434,-1.2361853724699619,55.30000000000001,10
Ben Sinnott,WAS,87.78000000000002,109.2,61.400000000000006,14,227,TE26,212.7,5.163529411764706,92.74000000000001,5.4552941176470595,6.423529411764706,3.6117647058823534,TE,-0.7891264255978211,-0.298579551469388,-1.3743949361875483,-0.6766515081364228,29.0,-0.2661456504817919,29.0TE,176.0,1500.0,-1.9614572709817328,-1.4662360096565288,-2.553825195976484,36.69999999999999,10
Xavier Legette,CAR,124.45,143.89,101.15,11,170,WR62,179.6,7.320588235294117,128.31000000000003,7.547647058823531,8.464117647058822,5.95,WR,-0.8480534127825532,-0.4105606689792885,-1.3560123454311728,-0.7621118541021116,73.0,-0.6288211031040246,73.0WR,177.0,1500.0,-1.1074449725755424,-0.6443552472784342,-1.653659665995232,2.5999999999999943,10
Khalil Herbert,CHI,111.97,153.2,79.3,7,186,RB53,195.4,6.586470588235294,103.40999999999997,6.0829411764705865,9.011764705882353,4.664705882352941,RB,-0.8633180756896945,0.07040513064183496,-1.563107107243206,-1.0504871175463149,50.0,0.1072735559474231,50.0RB,178.0,1500.0,-1.401411319537707,-0.42088185151018015,-2.1541790367948574,17.400000000000006,10
Darius Slayton,NYG,123.75,146.5,105.4,11,314,WR102,293.5,7.279411764705882,119.35,7.020588235294118,8.617647058823529,6.2,WR,-0.86358689738069,-0.3509793178413615,-1.2648103078385722,-0.9608541571878545,74.0,-0.6347518269068506,74.0WR,179.0,1500.0,-1.1240103114823794,-0.5817975089514981,-1.554893225576004,114.5,10
DJ Chark Jr.,LAC,122.56000000000002,152.62,103.80000000000001,5,376,WR120,372.5,7.209411764705884,111.26000000000005,6.544705882352944,8.97764705882353,6.105882352941177,WR,-0.8899568369759074,-0.21055141457898852,-1.2992243354181245,-1.1379684479829564,75.0,-0.6453136416217484,75.0WR,180.0,1500.0,-1.1521515624026106,-0.43482890804095536,-1.5921252191919302,192.5,10
Theo Johnson,NYG,82.77,93.6,73.7,11,349,TE49,331.5,4.868823529411764,81.00999999999999,4.765294117647058,5.5058823529411764,4.335294117647059,TE,-0.9019965945500049,-0.6570780604757749,-1.104346948968991,-0.9414656633634639,30.0,-0.2871589343583928,30.0TE,181.0,1500.0,-2.075565983613401,-1.8280378695590778,-2.2802919995784103,150.5,10
Greg Dulcich,DEN,82.39999999999999,103.6,70.07,14,295,TE35,257.0,4.847058823529411,73.53,4.325294117647059,6.094117647058823,4.121764705882352,TE,-0.9103020343746349,-0.42799625561945454,-1.1845818193216364,-1.1081142848544752,31.0,-0.3460556169918234,31.0TE,182.0,1500.0,-2.0839649992609477,-1.596775069689894,-2.361524536941388,75.0,10
Tucker Kraft,GB,81.67,89.6,70.78,10,297,TE36,263.0,4.804117647058824,84.63,4.978235294117646,5.270588235294118,4.163529411764706,TE,-0.9266760277499853,-0.7479382674421126,-1.1689231877612494,-0.8601812939519795,32.0,-0.4724157651529145,32.0TE,183.0,1500.0,-2.1005244575068494,-1.9198324714415445,-2.345668701601699,80.0,10
Bo Nix,DEN,215.52800000000002,273.404,181.50000000000003,14,180,QB23,186.4,12.678117647058825,191.68000000000006,11.275294117647062,16.082588235294118,10.676470588235295,QB,-0.9623055934881208,0.4019531567369641,-1.7268835143071795,-1.5019239547214631,27.0,0.1643766680320856,27.0QB,184.0,1500.0,-,-,-,2.4000000000000057,10
Bryce Young,CAR,215.154,238.78200000000004,180.62,11,208,QB27,210.8,12.656117647058823,226.05999999999995,13.297647058823527,14.046000000000003,10.624705882352941,QB,-0.9708926360659245,-0.42173578167534725,-1.746165133164183,-0.71903334543324,28.0,0.0157039089018596,28.0QB,185.0,1500.0,-,-,-,25.80000000000001,10
Gerald Everett,CHI,78.10000000000001,108.4,61.800000000000004,7,411,TE57,283.0,4.594117647058824,64.1,3.770588235294117,6.376470588235295,3.6352941176470592,TE,-1.006511363347542,-0.3171148548967116,-1.3656956958989304,-1.3155648211650552,33.0,-0.5396679573401343,33.0TE,186.0,1500.0,-2.1812827838298383,-1.4849272255009924,-2.545008009824886,97.0,10
Dawson Knox,BUF,77.64,94.7,55.1,12,228,TE27,213.7,4.567058823529412,83.12,4.889411764705883,5.570588235294117,3.2411764705882353,TE,-1.0167689071710737,-0.6320119794368679,-1.5106449248488336,-0.8941362161132542,34.0,-0.5674265590636052,34.0TE,187.0,1500.0,-2.1916611737598637,-1.8027209717201824,-2.69197231068785,26.69999999999999,10
Kylen Granson,IND,76.74,87.82,65.3,14,552,TE81,414.0,4.514117647058823,77.09999999999997,4.535294117647057,5.165882352941176,3.841176470588235,TE,-1.0368183881532564,-0.7882222385667763,-1.2893356216989529,-1.028801720588963,35.0,-0.6741747125529951,35.0TE,188.0,1500.0,-2.211948349196894,-1.9605434107888442,-2.467628920590293,226.0,10
Jalen McMillan,TB,115.29,139.5,97.17,11,308,WR99,283.0,6.781764705882353,109.19999999999999,6.423529411764705,8.205882352941176,5.715882352941176,WR,-1.0500241991581238,-0.5103446914658483,-1.4408015166706774,-1.1826997461444213,76.0,-0.6507197189921904,76.0WR,189.0,1500.0,-1.323504314438361,-0.7493948546108462,-1.7457606140962176,94.0,10
Tyler Higbee,LAR,75.99,94.89999999999999,55.1,6,342,TE45,326.0,4.47,77.96999999999997,4.586470588235293,5.58235294117647,3.2411764705882353,TE,-1.0535063430049807,-0.6274508829556789,-1.5106449248488336,-1.009410920231136,36.0,-0.7295505103110755,36.0TE,190.0,1500.0,-2.228835648876575,-1.798114558771804,-2.69197231068785,136.0,10
Josh Reynolds,DEN,115.0,134.46,97.1,14,351,WR113,334.0,6.764705882352941,113.44,6.672941176470588,7.909411764705883,5.711764705882352,WR,-1.056371727982456,-0.6242118935403225,-1.4422873474256388,-1.090466638605495,77.0,-0.6560247243699532,77.0WR,191.0,1500.0,-1.3303183761061514,-0.869677127814424,-1.7473769909997376,143.0,10
Russell Wilson,PIT,210.404,262.91999999999996,174.43,9,230,QB30,214.7,12.37670588235294,193.86200000000002,11.40364705882353,15.465882352941174,10.260588235294119,QB,-1.07962713441647,0.15072264649535339,-1.881024542749815,-1.4532627451306843,29.0,0.0054056248139195,29.0QB,192.0,1500.0,-,-,-,22.69999999999999,10
Tyler Boyd,TEN,113.37000000000002,135.76,100.03999999999999,5,258,WR79,250.0,6.668823529411766,104.31000000000009,6.135882352941182,7.985882352941176,5.88470588235294,WR,-1.0919945370802235,-0.5949137415584134,-1.3797203469335373,-1.2882651794753137,78.0,-0.65761947089316,78.0WR,193.0,1500.0,-1.36858649557044,-0.8386855914259079,-1.679384899111203,57.0,10
Marvin Mims Jr.,DEN,113.27000000000001,125.75999999999999,99.56,14,242,WR75,227.0,6.662941176470589,114.49000000000007,6.734705882352945,7.397647058823529,5.856470588235294,WR,-1.0941769499161775,-0.8189406353359847,-1.3899579585167992,-1.0675275118207534,79.0,-0.6663716727288955,79.0WR,194.0,1500.0,-1.3709324694402398,-1.076421318239348,-1.6905001134888384,33.0,10
Ja'Tavion Sanders,CAR,74.0,91.5,44.5,11,256,TE30,249.7,4.352941176470588,86.0,5.0588235294117645,5.382352941176471,2.6176470588235294,TE,-1.0976963861633364,-0.7048367683896519,-1.7365439557794236,-0.8293146169652033,37.0,-0.7527407322706546,37.0TE,195.0,1500.0,-2.2735601671386045,-1.8762827846838044,-2.9212252946306916,54.69999999999999,10
Bucky Irving,TB,100.94000000000001,127.4,73.84,11,183,RB52,194.2,5.93764705882353,101.58000000000004,5.975294117647061,7.4941176470588236,4.343529411764706,RB,-1.104012178937432,-0.5197414461204639,-1.676004950645333,-1.0901645356089593,51.0,0.0727286914761596,51.0RB,196.0,1500.0,-1.6585288712417046,-1.0375414915426435,-2.2771508239500955,-1.8000000000000114,10
Jalin Hyatt,NYG,111.67000000000002,140.12000000000003,68.10000000000001,11,307,WR98,282.0,6.568823529411766,126.79000000000002,7.458235294117649,8.242352941176472,4.005882352941177,WR,-1.1290474953802567,-0.49628562835758083,-2.0407942059587136,-0.7960113901906127,80.0,-0.7068612682306089,80.0WR,197.0,1500.0,-1.4084399013700752,-0.7345746902443182,-2.405434643212944,85.0,10
Michael Mayer,LV,72.1,98.5,55.720000000000006,10,269,TE32,275.3,4.241176470588235,62.079999999999984,3.651764705882352,5.794117647058823,3.2776470588235296,TE,-1.1397663642949443,-0.5451631663847174,-1.4973006203995005,-1.359602833594622,38.0,-0.761551809840388,38.0TE,198.0,1500.0,-2.3161479113063113,-1.715026317248315,-2.678438049286215,77.30000000000001,10
Daniel Bellinger,NYG,71.75,98.96000000000001,44.78,11,345,TE48,328.0,4.220588235294118,71.50999999999999,4.206470588235294,5.821176470588235,2.6341176470588237,TE,-1.147503019971653,-0.534623303752132,-1.7306324379592004,-1.1528057903211817,39.0,-0.7684131149965879,39.0TE,199.0,1500.0,-2.3239807346745445,-1.704386247382174,-2.9152226575620652,129.0,10
Quentin Johnston,LAC,110.76000000000002,136.34,74.25000000000001,5,229,WR73,214.7,6.51529411764706,121.69000000000005,7.158235294117651,8.02,4.36764705882353,WR,-1.148839542335357,-0.5818258887416028,-1.9168093405985949,-0.9092060377636858,81.0,-0.7096792323264258,81.0WR,200.0,1500.0,-1.4297483369689523,-0.8248508813654037,-2.2679481840828246,14.699999999999989,10
Colby Parkinson,LAR,70.76,88.6,47.9,6,303,TE37,271.5,4.162352941176471,75.78000000000003,4.4576470588235315,5.211764705882352,2.817647058823529,TE,-1.169364508439393,-0.7705811576058093,-1.664554481183261,-1.0581757062347974,40.0,-0.7942046058459705,40.0TE,201.0,1500.0,-2.34611556361892,-1.9427143907738003,-2.848138496364817,70.5,10
Tommy Tremble,CAR,68.46,99.27,38.6,11,606,TE94,452.0,4.027058823529411,67.50999999999999,3.971176470588235,5.839411764705882,2.2705882352941176,TE,-1.2200261730528787,-0.5275171615765306,-1.8603864094402232,-1.240899061437517,41.0,-0.8136536290694187,41.0TE,202.0,1500.0,-2.3974197640506065,-1.6972128417636747,-3.047018480226217,250.0,11
Taysom Hill,NO,67.83,77.95,55.2,12,196,TE21,166.0,3.9899999999999998,70.34,4.1376470588235295,4.585294117647059,3.2470588235294118,TE,-1.233871649435016,-1.009856957984103,-1.508493580353624,-1.1786291315714899,42.0,-0.8895974183729818,42.0TE,203.0,1500.0,-2.411443057417339,-2.1846677369844225,-2.6897902804793543,-37.0,11
Kendrick Bourne,NE,105.54,117.20000000000002,94.41000000000001,14,350,WR112,332.5,6.208235294117648,105.00999999999999,6.1770588235294115,6.894117647058825,5.553529411764707,WR,-1.2617945706218459,-1.0081452414172756,-1.499241671249551,-1.2732074721641427,82.0,-0.7287218045357684,82.0WR,204.0,1500.0,-1.5516326403546854,-1.2785838129949416,-1.809398449784152,128.5,11
MarShawn Lloyd,GB,92.28999999999999,140.7,57.660000000000004,10,172,RB51,182.4,5.428823529411765,78.51000000000002,4.618235294117648,8.276470588235293,3.3917647058823532,RB,-1.2896857298710391,-0.21776648065006787,-2.0031532803040095,-1.579517980275265,52.0,0.071616327041648,52.0RB,205.0,1500.0,-1.8581470675438676,-0.7207062120535026,-2.6360019529161125,-22.599999999999994,11
Tim Patrick,DET,103.60000000000001,103.60000000000001,103.60000000000001,5,457,WR144,319.0,6.094117647058824,103.6,6.094117647058823,6.094117647058824,6.094117647058824,WR,-1.303519399759009,-1.303519399759009,-1.303519399759009,-1.303519399759009,83.0,-0.7365843074804905,83.0WR,206.0,1500.0,-1.596775069689894,-1.596775069689894,-1.596775069689894,113.0,11
Roman Wilson,PIT,102.01,144.1,64.86,9,275,WR85,189.5,6.000588235294118,97.07000000000005,5.710000000000003,8.476470588235294,3.815294117647059,WR,-1.3376119434629374,-0.40577374319973813,-2.1054487829356625,-1.4429240741005758,84.0,-0.7499747299238633,84.0WR,207.0,1500.0,-1.6337081442595645,-0.6393247361085506,-2.477378957993761,-17.5,11
