Player,Team,FPTS,FPTS High,FPTS Low,Bye,ADP Rank,POS,ADP,AVG,MODE,MAD,AVG High,AVG Low,Pos,WAR,WAR High,WAR Low,WAR MAD,Rank,Historical WAR,Pos Rank,Overall Rank,Dollar Value,Flex WAR,Flex WAR High,Flex WAR Low,Diff,Tier
Jonathan Taylor,IND,259.65,303.65,224.13,14,11,RB5,10.4,15.273529411764704,251.16999999999996,14.774705882352938,17.86176470588235,13.184117647058823,RB,2.617115496955818,3.6643316824674654,1.7592624751425656,2.4127181667573563,5.0,3.5510841598192555,5.0RB,12.0,13900.0,2.1281466141805616,3.126321132190604,1.2890795669563115,-1.5999999999999996,2
Travis Kelce,KC,228.50000000000003,265.3,203.75,6,22,TE1,25.2,13.441176470588237,216.4500000000001,12.732352941176476,15.605882352941178,11.985294117647058,TE,2.5557501104926676,3.4272373270939167,1.9599798249645217,2.266285612648104,1.0,2.486226950482532,1.0TE,13.0,13800.0,1.3934404826524731,2.2592739859920274,0.7995716462003556,12.2,2
Garrett Wilson,NYJ,263.21000000000004,288.94,232.47000000000003,12,12,WR7,12.4,15.48294117647059,268.22,15.777647058823531,16.996470588235294,13.674705882352942,WR,2.428707104960466,3.045559007294537,1.6861064658046627,2.5493421017878495,8.0,2.4412882735885275,8.0WR,14.0,13700.0,2.210856772732975,2.798916452434769,1.4880173345864756,-1.5999999999999996,2
Sam LaPorta,DET,220.83999999999997,256.7,202.5,5,31,TE2,31.4,12.990588235294116,203.32,11.959999999999999,15.1,11.911764705882353,TE,2.371902270708015,3.225738434629005,1.9297865422184952,1.9495940112006176,2.0,2.455514386104966,2.0TE,15.0,13600.0,1.2103485560890215,2.059388248617105,0.7694325623836243,16.4,3
Jahmyr Gibbs,DET,248.47000000000003,292.14,211.25,5,13,RB6,12.8,14.615882352941178,242.0200000000001,14.2364705882353,17.18470588235294,12.426470588235293,RB,2.347547962039314,3.3933049130290343,1.4483644039272603,2.191738921975691,6.0,3.489285758334173,6.0RB,16.0,13500.0,1.8665701059125386,2.8707279400635595,0.9801689429241762,-3.1999999999999993,3
Jalen Hurts,PHI,348.272,402.466,301.136,5,32,QB3,31.6,20.486588235294118,341.21399999999994,20.07141176470588,23.674470588235295,17.713882352941177,QB,2.2064567290529533,3.4749461179750836,1.0707742435672682,2.037469050748534,1.0,3.695449337612492,1.0QB,17.0,13400.0,-,-,-,14.600000000000001,3
Josh Allen,BUF,346.574,401.116,300.49,12,21,QB1,25.0,20.386705882352942,338.116,19.889176470588236,23.59505882352941,17.675882352941176,QB,2.1658571143326086,3.4441715786623077,1.0551572702971381,1.9631172465041287,2.0,3.5817207556759585,2.0QB,18.0,13300.0,-,-,-,7.0,3
Kyren Williams,LAR,238.47,273.86,210.96,6,15,RB7,15.6,14.02764705882353,230.58999999999992,13.564117647058819,16.109411764705882,12.409411764705883,RB,2.1059316022415664,2.958240870049898,1.4413749140014904,1.9154141043981505,7.0,3.301089248506372,7.0RB,19.0,13200.0,1.6304942772890227,2.4564361545263163,0.9731943004026209,-3.4000000000000004,3
Travis Etienne Jr.,JAC,238.24,283.18,211.3,12,17,RB8,17.2,14.014117647058825,220.24,12.955294117647059,16.657647058823528,12.429411764705883,RB,2.1003714372241133,3.1806833249883395,1.4495695464230405,1.665285446529225,8.0,3.299989403075218,8.0RB,20.0,13100.0,1.6250435023848542,2.668874057983823,0.9813713922886431,-2.8000000000000007,3
Chris Olave,NO,247.98000000000002,265.04,235.70000000000002,12,24,WR12,26.2,14.587058823529413,243.20000000000005,14.305882352941179,15.590588235294119,13.864705882352942,WR,2.061064433139204,2.472793831181726,1.7641829350912466,1.9455141308350745,9.0,2.275787918824524,9.0WR,21.0,13000.0,1.85504620408876,2.25325655471623,1.5647894117701635,5.199999999999999,3
Alvin Kamara,NO,236.16000000000003,287.3,203.46000000000004,12,40,RB16,39.4,13.891764705882354,217.71999999999997,12.80705882352941,16.900000000000002,11.96823529411765,RB,2.0500851288291133,3.2786139355371446,1.2608348620181424,1.6044373576647892,9.0,3.0935059909904368,9.0RB,22.0,12900.0,1.5757094289458038,2.761991497585509,0.7925802751001613,17.4,3
Derrick Henry,BAL,235.75,268.69000000000005,202.13,14,18,RB9,18.0,13.867647058823529,236.42999999999995,13.907647058823526,15.805294117647062,11.89,RB,2.0401724122198415,2.834371752739511,1.2288692528787262,2.0566129403884963,10.0,2.8080858895167315,10.0RB,23.0,12800.0,1.5659765360732332,2.337579139333422,0.7605095042228196,-5.0,3
Mark Andrews,BAL,205.26000000000002,248.61,186.97000000000003,14,47,TE3,46.2,12.074117647058825,180.20000000000005,10.600000000000003,14.624117647058824,10.998235294117649,TE,1.996444913598118,3.034854264179912,1.5543838416894356,1.3907533699713006,3.0,2.3712334947851037,3.0TE,24.0,12700.0,0.8359658604924857,1.869861777669216,0.39436441220656027,22.200000000000003,3
Rachaad White,TB,233.57,272.74,206.8,11,34,RB14,31.6,13.739411764705881,221.17000000000002,13.010000000000002,16.043529411764705,12.164705882352942,RB,1.98746429357757,2.9314330051547577,1.3411792949574908,1.68774805670799,11.0,2.724364704726208,11.0RB,25.0,12600.0,1.514180918993754,2.4307469368168872,0.8730665622541338,6.600000000000001,3
Davante Adams,LV,244.12,273.8,225.7,10,20,WR10,21.4,14.36,232.86,13.69764705882353,16.105882352941176,13.276470588235293,WR,1.9677565649345365,2.6834479787895087,1.522553627520361,1.6955325313462093,10.0,2.1317555884800177,10.0WR,26.0,12500.0,1.7641037017497296,2.455060792124856,1.3266023585527194,-4.600000000000001,3
Marvin Harrison Jr.,ARI,244.04000000000002,275.70000000000005,219.60000000000002,11,16,WR9,16.8,14.35529411764706,236.82000000000005,13.93058823529412,16.21764705882353,12.917647058823531,WR,1.9658224763857666,2.72904123171279,1.375359949011588,1.7912598481442563,11.0,2.1120416324316045,11.0WR,27.0,12400.0,1.7622159009605363,2.4985669999273528,1.1806412749082673,-10.2,3
Trey McBride,ARI,203.58,245.09,178.13,11,48,TE4,46.4,11.97529411764706,187.51999999999998,11.030588235294116,14.417058823529413,10.478235294117647,TE,1.955873892684048,2.951434777901842,1.3407467291980593,1.5676809014886688,4.0,2.00928658011715,4.0TE,28.0,12300.0,0.7954733230443858,1.7869837899057577,0.18063705295047017,18.4,3
Josh Jacobs,GB,231.48,276.5,193.25,10,28,RB12,29.4,13.616470588235293,224.68999999999994,13.217058823529408,16.264705882352942,11.367647058823529,RB,1.936931999359306,3.0213691003983785,1.0159127039292286,1.7727952945419627,12.0,2.697747762447932,12.0RB,29.0,12200.0,1.4644543776192132,2.5168561582342917,0.5461410890286861,0.3999999999999986,3
James Cook,BUF,231.16,278.3,193.70000000000002,12,29,RB13,31.2,13.59764705882353,221.48000000000002,13.028235294117648,16.370588235294118,11.394117647058824,RB,1.9291951614854908,3.064359169326529,1.0266829893568796,1.695236330494391,13.0,2.660571349002295,13.0RB,30.0,12100.0,1.4568349305068946,2.5579424945881275,0.55701258199892,1.1999999999999993,3
Drake London,ATL,242.32999999999998,269.81,219.44,12,23,WR11,25.8,14.25470588235294,237.74,13.98470588235294,15.871176470588235,12.908235294117647,WR,1.924479823166251,2.587584453773605,1.371502003271882,1.8135026164106465,12.0,2.010559209102968,12.0WR,31.0,12000.0,1.7218360214337591,2.363386382963771,1.1768067902405774,-5.199999999999999,3
Isiah Pacheco,KC,230.82,276.55,191.55,6,19,RB10,20.4,13.57764705882353,224.36,13.19764705882353,16.26764705882353,11.26764705882353,RB,1.9209748506007704,3.0225638489103654,0.9752475335579647,1.7648204917741006,14.0,2.5894240695887425,14.0RB,32.0,11900.0,1.4487376063718531,2.5179986501715237,0.5050650503115289,-11.600000000000001,3
De'Von Achane,MIA,230.33999999999997,278.67,188.82000000000002,6,25,RB11,27.4,13.54941176470588,223.52999999999997,13.148823529411763,16.392352941176473,11.107058823529414,RB,1.9093698679922189,3.0731906113991676,0.9100216740273499,1.7447640238718458,15.0,2.4690225649761426,15.0RB,33.0,11800.0,1.4373031974737283,2.566376891093507,0.43908508043248184,-5.600000000000001,3
Mike Evans,TB,237.29000000000002,255.9,222.47,11,30,WR14,31.4,13.958235294117648,233.5000000000001,13.735294117647065,15.052941176470588,13.086470588235294,WR,1.8026229039678119,2.252385144077465,1.4445882157175225,1.7110016899153853,13.0,1.926133482788836,13.0WR,34.0,11700.0,1.6025200131897024,2.040708475654012,1.2493716703975866,-2.6000000000000014,3
Cooper Kupp,LAR,237.13000000000002,260.71999999999997,215.76,6,36,WR17,34.4,13.948823529411767,234.91000000000014,13.818235294117656,15.336470588235292,12.691764705882353,WR,1.7987546052233057,2.3686828445734696,1.282816910144346,1.7450850783533105,14.0,1.9158161963716207,14.0WR,35.0,11600.0,1.5987251026712994,2.153037199461755,1.0885360284430887,-0.6000000000000014,3
Nico Collins,HOU,236.78000000000003,263.52,219.1,14,26,WR13,28.4,13.928235294117648,227.72000000000014,13.395294117647067,15.501176470588234,12.888235294117647,WR,1.7902927899734988,2.436177053552534,1.3633044130996619,1.5713365691737142,15.0,1.8573668237655792,15.0WR,36.0,11500.0,1.590422260235477,2.2180449188299978,1.168657548254012,-7.600000000000001,3
Dalton Kincaid,BUF,195.28000000000003,230.15,170.87,12,51,TE5,53.6,11.487058823529413,184.82000000000016,10.871764705882363,13.538235294117648,10.051176470588235,TE,1.7552981128589493,2.595268021770553,1.1655098377279314,1.502408236430535,5.0,1.9567347441748744,5.0TE,37.0,11400.0,0.5951777655004942,1.432776148082306,0.005173869899587846,16.6,4
Joe Mixon,HOU,223.72,267.24,192.87,14,39,RB15,38.2,13.16,211.04999999999995,12.414705882352939,15.72,11.34529411764706,RB,1.7493550845330412,2.7995775565396652,1.0068197235990295,1.4435440043800205,16.0,2.393576369321757,16.0RB,38.0,11300.0,1.279275405672915,2.3041208189928764,0.5369601821090981,0.20000000000000284,4
Lamar Jackson,BAL,328.73600000000005,377.322,293.188,14,38,QB4,37.2,19.337411764705884,315.6980000000001,18.5704705882353,22.19541176470588,17.246352941176468,QB,1.737452966165621,2.894060953620674,0.8786970810130692,1.4228008974156308,3.0,2.9423872578380115,3.0QB,39.0,11200.0,-,-,-,-1.7999999999999972,4
DeVonta Smith,PHI,233.94,253.89999999999998,217.95999999999998,5,46,WR23,43.8,13.761176470588236,229.95999999999998,13.52705882352941,14.935294117647057,12.821176470588235,WR,1.7216372365301207,2.204094202415072,1.335823920208172,1.625450800712584,16.0,1.7832773806349338,16.0WR,40.0,11100.0,1.5229771969882377,1.9939481088816513,1.1413242090839584,3.799999999999997,4
Deebo Samuel Sr.,SF,232.26000000000002,259.7,211.01,9,33,WR15,31.6,13.662352941176472,226.0700000000001,13.298235294117653,15.276470588235293,12.41235294117647,WR,1.6810310421240204,2.344083114544896,1.1684981352253943,1.5314878250404154,17.0,1.5166789260293796,17.0WR,41.0,11000.0,1.4830203664673471,2.1293103122862966,0.9743968778880517,-9.399999999999999,4
