Year,Player,Team,Pos,PassingATT,PassingATT High,PassingATT Low,PassingCMP,PassingCMP High,PassingCMP Low,PassingYDS,PassingYDS High,PassingYDS Low,PassingTD,PassingTD High,PassingTD Low,INTS,INTS High,INTS Low,RushingATT,RushingATT High,RushingATT Low,RushingYDS,RushingYDS High,RushingYDS Low,RushingTD,RushingTD High,RushingTD Low,FL,FL High,FL Low,FPTS,FPTS High,FPTS Low,REC,REC High,REC Low,ReceivingYDS,ReceivingYDS High,ReceivingYDS Low,ReceivingTD,ReceivingTD High,ReceivingTD Low
2026,Ladd McConkey,LAC,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,138.0,140.4,128.0,77.3,79.6,75.0,987.8,1032.6,943.0,6.6,7.0,6.3
2026,Jaylen Waddle,DEN,WR,,,,,,,,,,,,,,,,2.5,3.0,2.0,18.6,25.0,12.1,0.0,0.1,0.0,0.3,0.0,0.7,135.7,136.2,126.0,75.9,76.7,75.0,982.5,991.0,974.0,6.0,6.0,6.0
2026,Luther Burden III,CHI,WR,,,,,,,,,,,,,,,,8.6,9.1,8.0,40.8,49.5,32.0,0.2,0.4,0.0,0.3,0.0,0.7,135.3,131.2,129.0,73.4,74.7,72.0,973.4,1009.0,937.7,5.6,6.0,5.1
2026,Christian Watson,GB,WR,,,,,,,,,,,,,,,,2.6,3.0,2.2,12.1,13.1,11.0,0.1,0.1,0.0,0.3,0.0,0.5,132.5,131.1,126.0,51.5,54.9,48.0,861.4,869.8,853.0,7.6,8.0,7.1
2026,DK Metcalf,PIT,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,5.0,10.0,0.0,0.5,1.0,0.0,0.2,0.0,0.5,130.9,130.4,123.0,62.9,64.7,61.0,914.2,941.3,887.0,6.1,6.1,6.0
2026,Marvin Harrison Jr.,ARI,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,130.7,128.0,125.3,68.8,69.0,68.7,952.0,956.0,948.0,6.0,7.0,5.1
2026,Mike Evans,SF,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,129.0,127.6,123.0,63.1,69.0,57.2,899.5,908.0,891.0,6.6,7.0,6.2
2026,Parker Washington,JAC,WR,,,,,,,,,,,,,,,,8.0,8.0,8.0,20.4,38.9,2.0,0.1,0.3,0.0,0.4,0.0,0.8,126.7,125.0,123.8,62.4,63.7,61.0,881.5,913.0,849.9,6.1,7.0,5.2
2026,Brian Thomas Jr.,JAC,WR,,,,,,,,,,,,,,,,4.0,4.0,4.0,27.1,31.0,23.1,0.6,1.0,0.2,0.2,0.0,0.3,123.8,119.3,118.0,55.5,57.1,54.0,848.5,860.1,837.0,5.5,6.0,5.0
2026,Quentin Johnston,LAC,WR,,,,,,,,,,,,,,,,2.5,3.0,2.1,9.4,10.8,8.0,0.0,0.1,0.0,0.7,0.5,1.0,121.5,122.0,111.8,55.4,58.0,52.8,780.4,788.0,772.8,7.3,9.0,5.6
2026,Jakobi Meyers,JAC,WR,,,,,,,,,,,,,,,,5.5,6.0,5.0,25.0,31.9,18.0,0.1,0.3,0.0,0.8,0.6,1.0,118.3,116.0,111.9,72.4,75.0,69.8,830.2,894.0,766.4,5.6,6.0,5.2
2026,Jordan Addison,MIN,WR,,,,,,,,,,,,,,,,2.5,3.0,2.0,46.2,78.0,14.4,0.6,1.0,0.1,0.2,0.0,0.4,116.2,111.0,109.9,55.2,60.5,50.0,751.5,769.9,733.0,5.6,6.0,5.2
2026,Carnell Tate,TEN,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,4.5,9.0,0.0,0.0,0.0,0.0,1.4,0.8,2.0,115.6,133.3,89.0,67.0,77.9,56.0,920.6,1068.2,773.0,4.3,4.6,4.0
2026,Jordyn Tyson,NO,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,1.3,0.7,2.0,114.0,120.8,100.0,64.2,67.5,61.0,892.7,917.4,868.0,4.5,5.0,4.0
2026,Xavier Worthy,KC,WR,,,,,,,,,,,,,,,,17.2,22.0,12.4,111.0,146.0,75.9,0.8,1.0,0.6,0.2,0.0,0.3,112.7,117.1,91.0,54.2,55.4,53.0,715.2,788.3,642.0,4.3,4.6,4.0
2026,Jayden Reed,GB,WR,,,,,,,,,,,,,,,,12.5,16.0,9.0,95.9,127.0,64.9,0.2,0.4,0.0,0.4,0.0,0.8,111.2,107.4,99.0,61.2,63.4,59.0,729.2,730.4,728.0,4.7,5.0,4.4
2026,Ricky Pearsall,SF,WR,,,,,,,,,,,,,,,,4.2,4.4,4.0,21.2,24.5,18.0,0.1,0.2,0.0,0.3,0.0,0.5,108.7,107.0,103.0,60.2,62.0,58.3,832.0,850.0,813.9,3.9,4.0,3.8
2026,Makai Lemon,PHI,WR,,,,,,,,,,,,,,,,1.5,3.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,1.3,0.6,2.0,108.6,120.7,87.0,58.3,61.6,55.0,821.3,882.7,760.0,4.7,5.5,4.0
2026,Chris Godwin Jr.,TB,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,108.2,111.0,97.4,67.1,74.0,60.2,770.5,838.0,703.0,5.3,6.0,4.6
2026,Michael Wilson,ARI,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,107.9,106.0,100.4,66.5,67.0,66.0,805.4,813.7,797.0,4.6,6.0,3.2
2026,Wan'Dale Robinson,TEN,WR,,,,,,,,,,,,,,,,3.0,4.1,2.0,14.2,22.4,6.0,0.1,0.2,0.0,0.3,0.0,0.6,107.3,111.0,95.3,85.9,93.0,78.9,852.7,888.0,817.5,3.5,5.0,1.9
2026,Romeo Doubs,NE,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,107.0,111.3,96.0,57.8,59.5,56.0,746.9,762.8,731.0,5.5,6.0,5.0
2026,Michael Pittman Jr.,PIT,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,105.7,108.2,94.0,82.7,88.4,77.0,767.0,860.0,674.0,4.9,6.0,3.9
2026,Calvin Ridley,TEN,WR,,,,,,,,,,,,,,,,4.5,6.1,3.0,27.5,32.0,23.0,0.6,1.0,0.3,0.2,0.0,0.5,104.3,100.0,97.5,48.1,50.0,46.2,785.4,849.0,721.7,3.3,3.6,3.0
2026,Matthew Golden,GB,WR,,,,,,,,,,,,,,,,8.2,12.0,4.5,40.9,57.0,24.9,0.1,0.2,0.0,0.4,0.0,0.7,101.7,119.0,73.0,55.4,66.8,44.0,746.4,873.8,619.0,3.9,4.7,3.0
2026,Khalil Shakir,BUF,WR,,,,,,,,,,,,,,,,1.7,2.3,1.0,8.2,12.5,4.0,0.1,0.1,0.0,0.8,0.6,1.0,99.7,101.2,92.0,72.6,75.0,70.1,739.6,765.3,714.0,4.4,5.0,3.7
2026,Rashid Shaheed,SEA,WR,,,,,,,,,,,,,,,,13.4,13.8,13.0,88.8,91.0,86.6,0.3,0.5,0.0,0.8,0.6,1.0,98.1,101.6,87.0,46.4,50.0,42.8,698.7,751.0,646.3,3.2,3.5,3.0
2026,John Metchie III,CAR,WR,,,,,,,,,,,,,,,,3.0,3.0,3.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,89.0,89.0,65.0,65.0,65.0,616.0,616.0,616.0,6.0,6.0,6.0
2026,Theo Wease Jr.,MIA,WR,,,,,,,,,,,,,,,,2.0,2.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,97.3,89.0,89.0,48.0,48.0,48.0,685.0,685.0,685.0,5.0,5.0,5.0
2026,Josh Downs,IND,WR,,,,,,,,,,,,,,,,2.1,2.1,2.0,6.4,10.8,2.0,0.0,0.1,0.0,0.8,0.6,1.0,96.8,97.0,89.2,76.8,78.0,75.6,715.3,717.6,713.0,4.3,6.0,2.7
2026,Jalen Coker,CAR,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,1.0,95.3,95.0,87.4,57.4,60.8,54.0,694.2,696.0,692.5,4.6,6.0,3.2
2026,Rashod Bateman,BAL,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,95.0,97.0,84.9,38.4,39.0,37.7,594.4,614.7,574.0,6.0,8.0,4.0
2026,Tre Tucker,LV,WR,,,,,,,,,,,,,,,,11.2,12.0,10.5,52.9,57.7,48.0,0.2,0.3,0.0,0.1,0.0,0.3,91.9,89.5,83.0,50.1,52.0,48.2,633.5,656.0,611.0,3.8,5.0,2.5
2026,Tank Dell,HOU,WR,,,,,,,,,,,,,,,,10.2,12.0,8.4,48.8,53.0,44.6,0.1,0.2,0.0,0.2,0.0,0.4,91.4,104.0,67.7,50.0,62.0,38.1,632.7,803.0,462.5,3.8,5.0,2.7
2026,Jerry Jeudy,CLE,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.7,0.5,1.0,90.5,86.7,86.0,54.2,57.0,51.4,746.8,784.0,709.5,2.9,3.0,2.7
2026,KC Concepcion,CLE,WR,,,,,,,,,,,,,,,,4.2,6.4,2.0,22.4,34.8,10.0,0.1,0.2,0.0,1.3,0.7,2.0,89.8,101.2,69.0,55.7,61.3,50.0,707.8,771.6,644.0,3.1,3.3,3.0
2026,Jayden Higgins,HOU,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,88.7,87.0,83.0,49.3,54.7,44.0,608.7,667.3,550.0,4.7,6.0,3.4
2026,Jalen McMillan,TB,WR,,,,,,,,,,,,,,,,4.7,5.0,4.4,26.8,29.0,24.6,0.1,0.2,0.0,0.2,0.0,0.4,87.2,86.0,78.0,46.6,47.2,46.0,606.8,623.0,590.5,3.9,4.0,3.9
2026,Jauan Jennings,MIN,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,1.0,85.2,93.0,68.1,48.7,51.0,46.5,557.0,628.0,486.0,5.2,7.0,3.3
2026,Jalen Nailor,LV,WR,,,,,,,,,,,,,,,,2.0,2.1,2.0,8.5,11.1,6.0,0.0,0.1,0.0,0.2,0.0,0.4,83.7,85.0,73.8,42.0,43.0,41.0,566.4,574.0,558.8,4.4,6.0,2.8
2026,Antonio Williams,WAS,WR,,,,,,,,,,,,,,,,3.5,4.1,3.0,18.7,22.3,15.0,0.1,0.2,0.0,1.2,0.5,2.0,81.6,78.0,75.2,44.4,48.0,40.7,599.6,677.0,522.2,3.6,4.0,3.2
2026,Cooper Kupp,SEA,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,77.7,85.0,63.6,47.4,57.0,37.9,584.3,697.0,471.5,3.4,4.0,2.8
2026,Denzel Boston,CLE,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.8,0.5,1.0,77.5,80.2,66.0,48.8,51.6,46.0,612.5,639.0,586.0,2.9,3.0,2.8
2026,Adonai Mitchell,NYJ,WR,,,,,,,,,,,,,,,,2.2,2.2,2.2,11.2,11.2,11.2,0.1,0.1,0.1,0.5,0.5,0.5,76.9,77.8,77.8,38.5,38.5,38.5,563.9,563.9,563.9,3.3,3.3,3.3
2026,Omar Cooper Jr.,NYJ,WR,,,,,,,,,,,,,,,,2.1,2.2,2.0,12.5,13.0,12.0,0.1,0.1,0.0,1.2,0.4,2.0,74.1,73.0,65.3,46.3,53.0,39.6,550.3,623.0,477.7,3.3,4.0,2.6
2026,Germie Bernard,PIT,WR,,,,,,,,,,,,,,,,2.1,2.1,2.0,10.8,11.6,10.0,0.0,0.1,0.0,0.8,0.5,1.0,73.5,79.7,57.0,44.6,47.1,42.0,551.3,593.6,509.0,3.1,3.2,3.0
2026,Darnell Mooney,NYG,WR,,,,,,,,,,,,,,,,1.1,2.2,0.0,6.0,11.9,0.0,0.0,0.1,0.0,0.1,0.0,0.3,70.5,70.0,63.3,36.5,41.0,32.0,534.3,600.0,468.6,2.8,3.0,2.5
2026,Kayshon Boutte,NE,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,70.2,88.0,44.1,30.3,37.0,23.6,462.0,605.0,319.0,4.0,6.0,2.1
2026,Travis Hunter,JAC,WR,,,,,,,,,,,,,,,,2.0,2.0,2.0,10.8,10.8,10.8,0.1,0.1,0.1,0.4,0.4,0.4,70.0,71.4,71.4,41.6,41.6,41.6,496.2,496.2,496.2,3.3,3.3,3.3
2026,Bub Means,NO,WR,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,68.3,60.0,60.0,38.0,38.0,38.0,516.0,516.0,516.0,3.0,3.0,3.0
2026,Tyquan Thornton,KC,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,67.2,73.0,53.3,25.4,27.0,23.8,465.9,573.0,358.9,3.5,4.0,2.9
2026,Ja'Kobi Lane,BAL,WR,,,,,,,,,,,,,,,,1.5,3.0,0.0,8.5,17.0,0.0,0.0,0.0,0.0,0.6,0.3,1.0,66.1,67.0,56.1,30.4,35.0,25.8,459.2,525.0,393.3,3.4,4.0,2.9
2026,Christian Kirk,SF,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,65.6,79.0,44.1,39.5,56.0,23.0,475.5,633.0,318.0,3.0,4.0,2.1
2026,Chris Bell,MIA,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,64.4,64.6,64.6,40.4,40.4,40.4,535.2,535.2,535.2,2.0,2.0,2.0
2026,Tory Horton,SEA,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,64.1,75.0,43.8,30.3,39.0,21.6,400.9,503.0,298.9,4.2,6.0,2.3
2026,Darius Slayton,NYG,WR,,,,,,,,,,,,,,,,1.6,2.2,1.0,8.6,12.3,5.0,0.0,0.1,0.0,0.7,0.4,1.0,63.8,63.0,56.0,35.4,40.0,30.8,520.5,613.0,427.9,2.0,2.0,2.0
2026,Malik Washington,MIA,WR,,,,,,,,,,,,,,,,13.4,14.0,12.9,80.2,83.0,77.5,0.7,1.0,0.4,0.8,0.5,1.0,63.4,64.8,52.0,43.5,46.0,41.0,389.6,431.3,348.0,2.3,3.0,1.6
2026,Nick Westbrook-Ikhine,IND,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,60.9,61.4,61.4,34.3,34.3,34.3,432.7,432.7,432.7,3.0,3.0,3.0
2026,Troy Franklin,DEN,WR,,,,,,,,,,,,,,,,3.0,4.0,2.0,10.8,11.0,10.6,0.0,0.1,0.0,0.6,0.2,1.0,60.1,77.0,33.6,36.5,56.0,17.0,396.4,577.0,215.8,3.4,5.0,1.8
2026,Isaac TeSlaa,DET,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,59.7,62.0,49.2,25.4,27.0,23.8,352.3,403.0,301.6,4.1,5.0,3.2
2026,Devaughn Vele,NO,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,59.0,74.0,35.5,35.1,45.0,25.1,422.3,587.0,257.5,2.8,4.0,1.7
2026,De'Zhaun Stribling,SF,WR,,,,,,,,,,,,,,,,1.5,3.0,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,58.4,66.0,41.7,32.3,44.0,20.5,440.4,580.0,300.7,2.5,3.0,2.0
2026,Hollywood Brown,PHI,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,58.2,77.0,32.1,31.3,44.0,18.6,388.8,545.0,232.6,3.3,5.0,1.5
2026,Jack Bech,LV,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,58.1,58.4,58.4,41.4,41.4,41.4,483.0,483.0,483.0,1.8,1.8,1.8
2026,Andrei Iosivas,CIN,WR,,,,,,,,,,,,,,,,2.5,3.0,2.0,11.1,11.2,11.0,0.0,0.1,0.0,0.1,0.0,0.2,57.9,56.0,49.9,31.1,35.0,27.3,394.1,471.0,317.3,2.9,3.0,2.8
2026,Caleb Douglas,MIA,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.7,0.4,1.0,57.2,54.2,51.0,34.6,35.0,34.2,440.0,448.1,432.0,2.3,3.0,1.7
2026,Ryan Flournoy,DAL,WR,,,,,,,,,,,,,,,,2.2,2.2,2.2,12.4,12.4,12.4,0.1,0.1,0.1,0.4,0.4,0.4,55.5,55.7,55.7,34.0,34.0,34.0,384.6,384.6,384.6,2.7,2.7,2.7
2026,Dyami Brown,WAS,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,55.0,55.4,55.4,29.9,29.9,29.9,394.6,394.6,394.6,2.7,2.7,2.7
2026,Tre' Harris,LAC,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,54.8,54.9,54.9,34.5,34.5,34.5,407.8,407.8,407.8,2.5,2.5,2.5
2026,Ted Hurst II,ITB,WR,,,,,,,,,,,,,,,,1.0,2.0,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,53.7,55.0,42.3,28.9,35.0,22.7,389.3,483.0,295.7,2.6,3.0,2.1
2026,Jahan Dotson,ATL,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,52.2,52.4,52.4,31.9,31.9,31.9,402.9,402.9,402.9,2.1,2.1,2.1
2026,Ashton Dulin,IND,WR,,,,,,,,,,,,,,,,5.1,6.0,4.2,46.2,66.0,26.4,0.1,0.2,0.0,0.1,0.0,0.2,51.6,61.0,29.9,22.5,28.0,17.0,378.9,552.0,205.7,1.5,2.0,0.9
2026,Elic Ayomanor,TEN,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,51.5,85.0,9.9,23.9,42.0,5.9,323.0,570.0,75.9,3.2,6.0,0.4
2026,Olamide Zaccheaus,ATL,WR,,,,,,,,,,,,,,,,1.5,3.0,0.0,9.5,19.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,48.7,52.0,36.8,37.2,46.0,28.4,352.9,412.0,293.8,2.1,3.0,1.3
2026,Chimere Dike,TEN,WR,,,,,,,,,,,,,,,,10.1,10.1,10.0,33.6,50.2,17.0,0.3,0.6,0.0,0.6,0.2,1.0,48.7,70.0,23.4,26.1,45.0,7.1,252.4,431.0,73.7,3.3,6.0,0.5
2026,Dontayvion Wicks,PHI,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,47.1,50.0,35.9,29.6,38.0,21.2,334.1,399.0,269.2,2.3,3.0,1.6
2026,Van Jefferson,WAS,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,47.0,47.3,47.3,28.0,28.0,28.0,357.7,357.7,357.7,1.9,1.9,1.9
2026,Xavier Hutchinson,HOU,WR,,,,,,,,,,,,,,,,2.1,2.1,2.0,14.2,16.0,12.4,0.0,0.1,0.0,0.1,0.0,0.2,45.8,51.0,31.3,26.4,34.0,18.7,320.1,409.0,231.3,2.1,3.0,1.1
2026,KaVontae Turpin,DAL,WR,,,,,,,,,,,,,,,,17.7,17.7,17.7,102.4,102.4,102.4,0.4,0.4,0.4,0.4,0.4,0.4,45.4,48.7,48.7,18.3,18.3,18.3,230.4,230.4,230.4,1.7,1.7,1.7
2026,Savion Williams,GB,WR,,,,,,,,,,,,,,,,9.0,9.0,9.0,47.0,47.0,47.0,0.3,0.3,0.3,0.3,0.3,0.3,45.1,46.0,46.0,23.9,23.9,23.9,272.0,272.0,272.0,2.0,2.0,2.0
2026,Xavier Legette,CAR,WR,,,,,,,,,,,,,,,,2.1,2.1,2.1,10.8,10.8,10.8,0.1,0.1,0.1,0.3,0.3,0.3,44.1,44.3,44.3,26.6,26.6,26.6,308.1,308.1,308.1,2.1,2.1,2.1
2026,Pat Bryant,DEN,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,44.0,44.3,44.3,28.5,28.5,28.5,319.5,319.5,319.5,2.1,2.1,2.1
2026,Joshua Palmer,BUF,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,43.3,50.0,27.9,25.9,35.0,16.9,337.8,470.0,205.5,1.6,2.0,1.2
2026,Marvin Mims Jr.,DEN,WR,,,,,,,,,,,,,,,,8.2,8.2,8.2,45.0,45.0,45.0,0.3,0.3,0.3,0.4,0.4,0.4,42.5,45.6,45.6,24.2,24.2,24.2,272.4,272.4,272.4,1.6,1.6,1.6
2026,Jahdae Walker,CHI,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,41.6,63.0,11.1,18.7,31.0,6.3,243.8,416.0,71.6,2.8,5.0,0.7
2026,Calvin Austin III,NYG,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,40.7,60.0,12.9,20.5,33.0,8.0,273.2,449.0,97.5,2.2,4.0,0.5
2026,Cedric Tillman,CLE,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1,40.4,59.0,13.2,21.5,34.0,9.0,269.0,437.0,100.9,2.3,4.0,0.5
2026,Jalen Tolbert,MIA,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,39.8,40.0,40.0,26.6,26.6,26.6,324.8,324.8,324.8,1.3,1.3,1.3
2026,Keon Coleman,BUF,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,39.7,40.4,40.4,19.4,19.4,19.4,266.0,266.0,266.0,2.3,2.3,2.3
2026,Elijah Sarratt,BAL,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,39.7,39.8,39.8,19.5,19.5,19.5,294.5,294.5,294.5,1.8,1.8,1.8
2026,DeMario Douglas,NE,WR,,,,,,,,,,,,,,,,4.1,4.1,4.1,21.4,21.4,21.4,0.2,0.2,0.2,0.3,0.3,0.3,38.6,38.7,38.7,22.7,22.7,22.7,271.0,271.0,271.0,1.5,1.5,1.5
2026,Jaylin Lane,WAS,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,38.4,41.2,41.2,22.8,22.8,22.8,281.0,281.0,281.0,1.8,1.8,1.8
2026,Chris Brazzell II,CAR,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,38.3,38.6,38.6,22.5,22.5,22.5,287.9,287.9,287.9,1.7,1.7,1.7
2026,Kalif Raymond,CHI,WR,,,,,,,,,,,,,,,,4.6,4.6,4.6,27.2,27.2,27.2,0.2,0.2,0.2,0.3,0.3,0.3,37.1,38.7,38.7,26.7,26.7,26.7,264.8,264.8,264.8,1.3,1.3,1.3
2026,Demarcus Robinson,SF,WR,,,,,,,,,,,,,,,,0.5,1.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,56.0,6.4,17.7,32.0,3.3,252.3,460.0,44.6,1.7,3.0,0.3
2026,Jaylin Noel,HOU,WR,,,,,,,,,,,,,,,,4.2,4.2,4.2,22.2,22.2,22.2,0.1,0.1,0.1,0.3,0.3,0.3,34.6,36.7,36.7,21.6,21.6,21.6,239.3,239.3,239.3,1.4,1.4,1.4
2026,Tutu Atwell,MIA,WR,,,,,,,,,,,,,,,,2.2,2.2,2.2,11.3,11.3,11.3,0.1,0.1,0.1,0.2,0.2,0.2,32.9,33.0,33.0,20.3,20.3,20.3,291.1,291.1,291.1,0.4,0.4,0.4
2026,Zachariah Branch,ATL,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,32.4,34.5,34.5,21.0,21.0,21.0,251.6,251.6,251.6,1.3,1.3,1.3
2026,Luke McCaffrey,WAS,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,54.0,0.8,12.0,24.0,0.0,189.0,378.0,0.0,2.0,4.0,0.0
2026,Kevin Coleman Jr.,MIA,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,30.5,30.6,30.6,21.1,21.1,21.1,270.0,270.0,270.0,0.7,0.7,0.7
2026,Treylon Burks,WAS,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,29.0,29.2,29.2,15.8,15.8,15.8,215.5,215.5,215.5,1.3,1.3,1.3
2026,Jalen Royals,KC,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,28.9,29.0,29.0,17.1,17.1,17.1,198.7,198.7,198.7,1.6,1.6,1.6
2026,Kendrick Bourne,ARI,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,27.5,27.6,27.6,22.7,22.7,22.7,239.7,239.7,239.7,0.7,0.7,0.7
2026,Skyler Bell,BUF,WR,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,27.5,27.7,27.7,15.1,15.1,15.1,205.5,205.5,205.5,1.2,1.2,1.2
2026,Jordan Whittington,LAR,WR,,,,,,,,,,,,,,,,2.3,2.3,2.3,12.1,12.1,12.1,0.1,0.1,0.1,0.2,0.2,0.2,26.2,26.6,26.6,15.0,15.0,15.0,172.0,172.0,172.0,1.2,1.2,1.2
