Rank,QB WAR,RB WAR,WR WAR,TE WAR
1.0,4.398928314864834,5.680836959659908,3.4777353983757537,2.7719206944390864
2.0,3.6225693065792206,4.757890157025022,3.162222259125662,2.161567188161817
3.0,3.2724828469651244,4.322403834122373,2.6860186284254963,1.7977091469525948
4.0,2.9429091341757876,3.9319319890263054,2.507336035522388,1.6493477610831793
5.0,2.6526404177145997,3.7028746470585503,2.357754312966251,1.4165050691693388
6.0,2.41502716514126,3.452357137411119,2.1158249840258607,1.2818167957415025
7.0,2.19762062890409,3.273053123371686,1.9275233350666483,1.1269501173872052
8.0,2.0786211909666923,3.1278249798155597,1.8354147962918823,0.9464619980991724
9.0,2.050698200966863,2.9059911186492813,1.7254831374411386,0.8494249807771258
10.0,1.9489931826409617,2.661056156721702,1.6554179138836642,0.7782178069445675
11.0,1.7592866244250884,2.554493223255274,1.5188755436215169,0.6860126588315126
12.0,1.6574972942544637,2.4803978798638893,1.4319264315320772,0.6047015131278483
13.0,1.462643633428639,2.3667183208791824,1.3793787582059318,0.5269536504437851
14.0,1.3459085147553327,2.290221083330363,1.2950719723485213,0.4666143218742597
15.0,1.2620067023063077,2.186072333178352,1.2344739172851926,0.409045998301964
16.0,1.2051280062642957,2.1091589392104497,1.2002890251432314,0.33796684717185144
17.0,1.0794201304198698,2.02518607826323,1.1183217492551059,0.28441818588207457
18.0,0.9647735522522455,1.940634605990392,1.0633415019542245,0.20605683354924542
19.0,0.872816391934801,1.8705533817617392,1.0134352721485755,0.16969957497579347
20.0,0.7657671388717947,1.8071410355898572,0.9819990271340668,0.13452270434522218
21.0,0.6516612214521869,1.7338017429849302,0.9454185432495181,0.09200223241041579
22.0,0.5574298794714956,1.6730926726063895,0.8910961118483215,0.05877846828554103
23.0,0.49845538911969667,1.6253163612003554,0.860533603995969,0.0413900033381805
24.0,0.4387482092967681,1.5349726622707427,0.8326465206810992,0.015562902753738983
25.0,0.374505124768475,1.4700884662923919,0.806344468266644,-0.03405977659945778
26.0,0.2846808429087577,1.4048893169704408,0.7844745794948491,-0.06424068566806125
27.0,0.24993286616084737,1.3485921768431948,0.7459088525446196,-0.08505063029919893
28.0,0.15269033622536385,1.289505028509884,0.6922171511783352,-0.11155005678216967
29.0,0.08702159582975158,1.1904862615883447,0.6492756696603574,-0.13570137485030748
30.0,0.04801704311163754,1.1406047228285479,0.6081740553446463,-0.154686471661234
31.0,-0.0032087490464864366,1.0889908971173605,0.5712018298010084,-0.17515889678205016
32.0,-0.03352176326668857,1.020181546697765,0.502162172720727,-0.19515396702592663
33.0,-0.06369032205688727,0.980325240620671,0.4556409413765735,-0.22624002329152715
34.0,-0.08655332684474167,0.9242921024152146,0.41771026610986633,-0.2460681690836623
35.0,-0.12038438199690749,0.8753926110016049,0.37939989285157444,-0.2767974876107327
36.0,-0.1317110568788635,0.8434355726819078,0.35079242759847923,-0.30549871244910004
37.0,-0.14936035629635963,0.7998405682925618,0.33441372555186144,-0.3263951389983706
38.0,-0.16614399488761816,0.7788782555726075,0.30674514233306216,-0.3529657743393303
39.0,-0.18491828523521367,0.7239712208988738,0.2780770351444233,-0.3680007973817934
40.0,-0.19936894906872554,0.6628016319187023,0.24883845320081321,-0.3905136669464899
41.0,-0.20972373857583843,0.603468065732664,0.21604607680672,-0.4028382983844011
42.0,-0.2417456408589235,0.5491512385790893,0.18330558515367007,-0.41494484945802296
43.0,-0.2614259202796565,0.4922246707017381,0.15005731689839075,-0.4317509415748428
44.0,-0.2781433521041236,0.4594097295470945,0.12138143780155072,-0.44619919896617527
45.0,-0.29431559716044303,0.4341096244405197,0.08780449528525722,-0.4740881523430451
46.0,-0.30773108522309606,0.3814018359285175,0.07463276940518863,-0.48837286161189064
47.0,-0.32428378372525424,0.35422174394899164,0.04059646169622348,-0.5042537876414264
48.0,-0.3427353334019863,0.3174426185703555,0.02153734990056953,-0.5175926903168
49.0,-0.3657735078295708,0.2815481741205539,-0.0002643052763077025,-0.5333280721130946
50.0,-0.39538358268617824,0.2615370397770326,-0.01747349775497562,-0.5428493967875181
51.0,-0.4183346584025994,0.22953613512036988,-0.017485182882910035,-0.5580353126180526
51.5,,,-0.14081556742156048,
52.0,-0.4462303086056446,0.19684010048997802,-0.0350737403743093,-0.5844668414492143
53.0,-0.4695913999050828,0.157539234319732,-0.06724672382973793,-0.5947246095863521
54.0,-0.4826385523239991,0.1261317372772483,-0.08418289727340182,-0.6158432072230318
55.0,-0.5170355755209337,0.11646351129032659,-0.09846950444481095,-0.6355862088587153
56.0,-0.5389994000385685,0.09714024192623047,-0.11635019208139799,-0.6496128895128737
57.0,-0.5657274390676253,0.07280244941816204,-0.13674268866098205,-0.6663210540087772
58.0,-0.5994693079322384,0.051538761625044296,-0.1462304214033322,-0.6805108817220928
59.0,-0.6304351808086576,0.0353533878663109,-0.15229186028889286,-0.6947762694510968
60.0,-0.6799094274011106,0.019949719972452224,-0.1708574489307691,-0.7193476513426104
61.0,-0.729253997852958,0.00667314610255097,-0.17767772474827678,-0.7396817965644017
62.0,-0.7741235385367323,-0.010297529653539528,-0.19368757766340358,-0.7568146853714637
63.0,-0.8401772097629149,-0.02954619430368961,-0.20055918425290514,-0.7634306263163811
64.0,-0.9340782890418289,-0.0495853755613413,-0.2103228091243164,-0.775733749413607
65.0,-1.1114853295508877,-0.06640910967942677,-0.21782531565657964,-0.8006598135950103
66.0,-1.4051198334482637,-0.08597145207849011,-0.23266609156272694,-0.8218794135317704
67.0,-1.0301223933657542,-0.0957817892228668,-0.24352255233348705,-0.8441411292488926
68.0,-1.0033065858793193,-0.116106903297198,-0.25966739907724995,-0.8615645449874115
68.5,,-0.09581912546414229,,
69.0,-0.8908006891152572,-0.12609972207887912,-0.268195803564458,-0.8772414421047996
70.0,-0.9986783727974882,-0.13181866747096355,-0.28876346422719856,-0.8885704613260946
71.0,-1.1158260635963022,-0.13535577245361854,-0.29532927636015155,-0.9086048221527083
71.5,,-0.17128428663516632,,
72.0,-0.9482346615013616,-0.16454078115153453,-0.30688064859002234,-0.9258824186652745
72.5,,-0.07477866368931696,,
73.0,-0.9969795327501251,-0.18212170136860656,-0.3193597965935508,-0.9393209768377444
74.0,-1.0641575143440283,-0.18435952286104706,-0.3319427048084421,-0.9531456840321171
75.0,-1.1788229200789733,-0.19537488814688597,-0.3364761500822663,-0.9590588359698075
76.0,-1.2727873390915834,-0.22518030785013077,-0.3422462046618359,-0.9709534077398743
76.5,,-0.08692428909612387,,
77.0,-1.395465009979318,-0.23700129531540626,-0.3576491972918843,-0.9903068052848267
78.0,-1.581325125114572,-0.23497155752558818,-0.37240077702539853,-1.0036351870177433
79.0,-1.9854835261560593,-0.24359505677421062,-0.38545993348218616,-1.021525625714332
80.0,,-0.2517216803392516,-0.40509148831001734,-1.0352775581604905
80.5,,,-0.2667502447042352,
81.0,,-0.2601179437434447,-0.4236080889687479,-1.057952138467307
82.0,,-0.27156911433466113,-0.43548157267479715,-1.0784186054884464
83.0,,-0.2867353841727953,-0.44038563188866825,-1.0913355937415434
83.5,,-0.27159892507716105,,
84.0,,-0.29769842137114527,-0.461968259194755,-1.1052241831314693
85.0,,-0.3104492219051772,-0.4759397070123438,-1.1159460465167281
86.0,,-0.32414193996479723,-0.48187276695511577,-1.1273651155948896
87.0,,-0.33288700717428255,-0.5017079633052473,-1.1382780315687584
88.0,,-0.34250066385566097,-0.5190478138891412,-1.1584190746753753
89.0,,-0.3542657842874533,-0.525413717725712,-1.1861563130771604
90.0,,-0.36496426804708243,-0.5373852810086837,-1.2058753391966444
91.0,,-0.37364481846789144,-0.5432057682707911,-1.214172334932371
92.0,,-0.38619635892319254,-0.5539114518630623,-1.2301372229063783
93.0,,-0.4018975579375782,-0.5670119080205428,-1.2481305570759724
94.0,,-0.41441103089336895,-0.5825628317146232,-1.2614852956455658
95.0,,-0.4250586783684359,-0.5947056769546697,-1.2861316187921101
96.0,,-0.43359656357831733,-0.6094880213842432,-1.3030948106875566
97.0,,-0.4500187166845591,-0.6215785642424467,-1.3205092647913912
98.0,,-0.4700493186867588,-0.6330818393476083,-1.333062934881721
99.0,,-0.4779587180339745,-0.6441855852471801,-1.3487315989517281
100.0,,-0.48413322913859425,-0.6557091299378579,-1.3654051281035477
101.0,,-0.49931046969690956,-0.6493019781549627,-1.3890699553792965
101.5,,,-0.7869483753994023,
102.0,,-0.5151035770978931,-0.6571380736623998,-1.4065030950440423
103.0,,-0.5299798774992995,-0.6762958223488915,-1.4264573074256943
104.0,,-0.5415180405268094,-0.6843720908227597,-1.444902106238443
105.0,,-0.560355609718525,-0.6996879781583611,-1.469931757723119
106.0,,-0.5708005926043488,-0.7074134496920457,-1.4921424996995214
107.0,,-0.5946622427327808,-0.7143767630787429,-1.5034015785444481
108.0,,-0.608614786302444,-0.7267116287542967,-1.5344706110158435
109.0,,-0.6443065626067117,-0.7344670257688138,-1.52830165411134
110.0,,-0.6603148769629229,-0.742715168924786,-1.5448331216328615
111.0,,-0.6745774176656596,-0.7569764975588724,-1.5494911476583013
112.0,,-0.6900741043489119,-0.7650453228752737,-1.5912154424085518
113.0,,-0.7069518007736908,-0.7734818123251018,-1.566101942098999
114.0,,-0.7253666122631033,-0.7872202164756776,-1.5288385093270849
115.0,,-0.7449686200367144,-0.8010744576668978,-1.6209903982916227
