player,team,position,games,year,rank,WAR,WAR/G,Flex WAR,Flex WAR/G
Chuba Hubbard,CAR,RB,14,2025,105.0,0.63,0.04,-0.37,-0.03
Rachaad White,TB,RB,16,2025,106.0,0.62,0.04,-0.5,-0.03
Joe Burrow,CIN,QB,7,2025,107.0,0.57,0.08,,
Alvin Kamara,NO,RB,11,2025,108.0,0.56,0.05,-0.15,-0.01
Alec Pierce,IND,WR,14,2025,109.0,0.54,0.04,0.44,0.03
Justin Fields,NYJ,QB,9,2025,110.0,0.51,0.06,,
C.J. Stroud,HOU,QB,13,2025,111.0,0.5,0.04,,
Troy Franklin,DEN,WR,16,2025,112.0,0.49,0.03,0.31,0.02
Jayden Daniels,WAS,QB,7,2025,113.0,0.48,0.07,,
Sam Darnold,SEA,QB,16,2025,114.0,0.48,0.03,,
Zach Ertz,WAS,TE,13,2025,115.0,0.47,0.04,-0.05,-0.0
Keenan Allen,LAC,WR,16,2025,116.0,0.46,0.03,0.33,0.02
Tyjae Spears,TEN,RB,12,2025,117.0,0.46,0.04,-0.38,-0.03
Jakobi Meyers,JAC,WR,15,2025,118.0,0.45,0.03,0.49,0.03
Colston Loveland,CHI,TE,15,2025,119.0,0.45,0.03,-0.23,-0.02
Darren Waller,MIA,TE,9,2025,120.0,0.44,0.05,0.02,0.0
Malik Nabers,NYG,WR,4,2025,121.0,0.43,0.11,0.26,0.07
DJ Moore,CHI,WR,16,2025,122.0,0.41,0.03,0.19,0.01
Jordan Mason,MIN,RB,15,2025,123.0,0.41,0.03,-0.68,-0.05
Terry McLaurin,WAS,WR,9,2025,124.0,0.39,0.04,0.41,0.05
AJ Barner,SEA,TE,16,2025,125.0,0.38,0.02,-0.29,-0.02
Oronde Gadsden II,LAC,TE,14,2025,126.0,0.34,0.02,-0.29,-0.02
Parker Washington,JAC,WR,15,2025,127.0,0.34,0.02,0.16,0.01
Khalil Shakir,BUF,WR,16,2025,128.0,0.34,0.02,0.28,0.02
Marvin Harrison Jr.,ARI,WR,12,2025,129.0,0.33,0.03,0.23,0.02
Tyreek Hill,MIA,WR,4,2025,130.0,0.32,0.08,0.37,0.09
Bam Knight,ARI,RB,12,2025,131.0,0.31,0.03,-0.56,-0.05
Tyler Allgeier,ATL,RB,16,2025,132.0,0.3,0.02,-0.87,-0.05
Romeo Doubs,GB,WR,16,2025,133.0,0.3,0.02,0.13,0.01
Aaron Rodgers,PIT,QB,15,2025,134.0,0.3,0.02,,
Mike Evans,TB,WR,7,2025,135.0,0.29,0.04,0.3,0.04
Michael Carter,ARI,RB,12,2025,136.0,0.24,0.02,-0.61,-0.05
Brenton Strange,JAC,TE,11,2025,137.0,0.24,0.02,-0.16,-0.01
Blake Corum,LAR,RB,16,2025,138.0,0.23,0.01,-1.05,-0.07
Kyler Murray,ARI,QB,5,2025,139.0,0.22,0.04,,
Bryce Young,CAR,QB,15,2025,140.0,0.21,0.01,,
Jordan Addison,MIN,WR,13,2025,141.0,0.2,0.02,0.17,0.01
Jawhar Jordan,HOU,RB,3,2025,142.0,0.19,0.06,0.01,0.0
Tyler Shough,NO,QB,10,2025,143.0,0.19,0.02,,
Theo Johnson,NYG,TE,15,2025,144.0,0.17,0.01,-0.45,-0.03
James Conner,ARI,RB,4,2025,145.0,0.15,0.04,-0.13,-0.03
Brian Thomas Jr.,JAC,WR,13,2025,146.0,0.12,0.01,0.08,0.01
J.J. McCarthy,MIN,QB,9,2025,147.0,0.12,0.01,,
Malik Willis,GB,QB,4,2025,148.0,0.11,0.03,,
Michael Penix Jr.,ATL,QB,9,2025,149.0,0.1,0.01,,
Chris Godwin Jr.,TB,WR,8,2025,150.0,0.07,0.01,0.01,0.0
Justice Hill,BAL,RB,10,2025,151.0,0.07,0.01,-0.83,-0.08
Davis Mills,HOU,QB,5,2025,152.0,0.06,0.01,,
Tre Tucker,LV,WR,16,2025,153.0,0.05,0.0,-0.25,-0.02
Carson Wentz,MIN,QB,5,2025,154.0,0.04,0.01,,
Kayshon Boutte,NE,WR,13,2025,155.0,0.03,0.0,-0.19,-0.01
Joe Flacco,CIN,QB,12,2025,156.0,0.02,0.0,,
Trey Benson,ARI,RB,5,2025,157.0,0.02,0.0,-0.33,-0.07
Devin Neal,NO,RB,9,2025,158.0,0.02,0.0,-0.67,-0.07
Colby Parkinson,LAR,TE,14,2025,159.0,0.01,0.0,-0.63,-0.05
Jalen McMillan,TB,WR,3,2025,160.0,0.0,0.0,-0.04,-0.01
Albert Okwuegbunam Jr.,LV,TE,1,2025,161.0,0.0,0.0,-0.03,-0.03
Mark Andrews,BAL,TE,16,2025,162.0,-0.01,-0.0,-0.74,-0.05
Theo Wease Jr.,MIA,WR,2,2025,163.0,-0.02,-0.01,-0.03,-0.01
Miles Sanders,DAL,RB,4,2025,164.0,-0.03,-0.01,-0.31,-0.08
Isiah Pacheco,KC,RB,13,2025,165.0,-0.03,-0.0,-0.99,-0.08
Travis Hunter,JAC,WR,7,2025,166.0,-0.04,-0.01,-0.14,-0.02
Jameis Winston,NYG,QB,3,2025,167.0,-0.05,-0.02,,
Devin Singletary,NYG,RB,16,2025,168.0,-0.05,-0.0,-1.39,-0.09
Mac Jones,SF,QB,11,2025,169.0,-0.05,-0.0,,
Ricky Pearsall,SF,WR,10,2025,170.0,-0.06,-0.01,-0.19,-0.02
Brittain Brown,CHI,RB,2,2025,171.0,-0.06,-0.03,-0.23,-0.12
Chris Rodriguez Jr.,WAS,RB,12,2025,172.0,-0.07,-0.01,-0.98,-0.08
Jacardia Wright,SEA,RB,1,2025,173.0,-0.09,-0.09,-0.19,-0.19
Audric Estime,NO,RB,6,2025,174.0,-0.1,-0.02,-0.62,-0.1
Amar Johnson,LAC,RB,1,2025,175.0,-0.11,-0.11,-0.21,-0.21
Myles Gaskin,FA,RB,1,2025,176.0,-0.11,-0.11,-0.22,-0.22
Sal Cannella,CLE,TE,1,2025,177.0,-0.11,-0.11,-0.17,-0.17
Jared Wayne,HOU,WR,1,2025,178.0,-0.11,-0.11,-0.14,-0.14
Shedeur Sanders,CLE,QB,7,2025,179.0,-0.11,-0.02,,
Kendall Milton,CIN,RB,1,2025,180.0,-0.11,-0.11,-0.23,-0.23
Sincere McCormick,FA,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Kye Robichaux,DET,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Deion Hankins,CHI,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Keaontay Ingram,KC,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Elijah Mitchell,NE,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Ulysses Bentley IV,IND,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Chris Collier,LV,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Jordan Mims,TEN,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Jashaun Corbin,NE,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Raheem Blackshear,FA,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Michael Burton,DEN,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Avery Williams,FA,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Jeff Wilson Jr.,MIA,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Xazavian Valladay,FA,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Keilan Robinson,NYJ,RB,1,2025,181.0,-0.12,-0.12,-0.23,-0.23
Austin Ekeler,WAS,RB,3,2025,196.0,-0.14,-0.05,-0.39,-0.13
Luther Burden III,CHI,WR,14,2025,197.0,-0.14,-0.01,-0.43,-0.03
Philip Rivers,IND,QB,3,2025,198.0,-0.15,-0.05,,
Zach Davidson,NYG,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Patrick Murtagh,DEN,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Princeton Fant,DAL,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Kenny Yeboah,FA,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
CJ Dippre,NE,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Zach Horton,DET,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Drake Dabney,GB,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Nikola Kalinic,CHI,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Tyler Ott,WAS,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Andrew DePaola,MIN,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Lawrence Cager,WAS,TE,1,2025,199.0,-0.16,-0.16,-0.23,-0.23
Malik Cunningham,DET,WR,1,2025,210.0,-0.16,-0.16,-0.23,-0.23
DJ Turner,LV,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Jeremiah Webb,NE,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Brandon Smith,NE,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Dan Chisena,CAR,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Ronnie Bell,NO,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Maurice Alexander,CHI,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Bryson Green,ARI,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Cade McDonald,FA,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
River Cracraft,WAS,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Ja'Corey Brooks,WAS,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Jacob Cowing,SF,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Chandler Brayboy,JAC,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Parris Campbell,DAL,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Kristian Wilkerson,FA,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Russell Gage Jr.,FA,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Jordan Moore,CIN,WR,1,2025,211.0,-0.16,-0.16,-0.23,-0.23
Dylan Sampson,CLE,RB,14,2025,227.0,-0.17,-0.01,-1.33,-0.09
Clyde Edwards-Helaire,KC,RB,2,2025,228.0,-0.17,-0.09,-0.37,-0.19
Najee Harris,LAC,RB,3,2025,229.0,-0.17,-0.06,-0.44,-0.15
Sean Tucker,TB,RB,16,2025,230.0,-0.18,-0.01,-1.67,-0.1
Jayden Reed,GB,WR,6,2025,231.0,-0.19,-0.03,-0.24,-0.04
Stetson Bennett IV,LAR,QB,1,2025,232.0,-0.19,-0.19,,
Will Grier,DAL,QB,1,2025,232.0,-0.19,-0.19,,
Brett Rypien,MIN,QB,1,2025,232.0,-0.19,-0.19,,
Adrian Martinez,SF,QB,1,2025,235.0,-0.19,-0.19,,
Jarrett Stidham,DEN,QB,1,2025,235.0,-0.19,-0.19,,
Chig Okonkwo,TEN,TE,16,2025,237.0,-0.2,-0.01,-0.85,-0.05
Ty Chandler,MIN,RB,2,2025,238.0,-0.2,-0.1,-0.41,-0.21
Clayton Tune,GB,QB,1,2025,239.0,-0.21,-0.21,,
Josh Williams,FA,RB,2,2025,240.0,-0.22,-0.11,-0.44,-0.22
Raheim Sanders,CLE,RB,4,2025,241.0,-0.22,-0.05,-0.57,-0.14
Braelon Allen,NYJ,RB,4,2025,242.0,-0.22,-0.06,-0.58,-0.15
Bhayshul Tuten,JAC,RB,14,2025,243.0,-0.22,-0.02,-1.36,-0.1
Tory Horton,SEA,WR,8,2025,244.0,-0.23,-0.03,-0.43,-0.05
David Njoku,CLE,TE,12,2025,245.0,-0.23,-0.02,-0.75,-0.06
Alexander Mattison,MIA,RB,2,2025,246.0,-0.23,-0.12,-0.46,-0.23
Lew Nichols III,PIT,RB,2,2025,246.0,-0.23,-0.12,-0.46,-0.23
Gary Brightwell,CIN,RB,2,2025,246.0,-0.23,-0.12,-0.46,-0.23
Jordan James,SF,RB,2,2025,246.0,-0.23,-0.12,-0.46,-0.23
T.J. Hockenson,MIN,TE,15,2025,250.0,-0.23,-0.02,-0.84,-0.06
Xavier Restrepo,TEN,WR,2,2025,251.0,-0.24,-0.12,-0.31,-0.15
Jake Browning,CIN,QB,5,2025,252.0,-0.24,-0.05,,
Nick Chubb,HOU,RB,15,2025,253.0,-0.24,-0.02,-1.43,-0.1
Tyrod Taylor,NYJ,QB,6,2025,254.0,-0.25,-0.04,,
Justin Watson,HOU,WR,2,2025,255.0,-0.25,-0.12,-0.33,-0.17
Chris Oladokun,KC,QB,2,2025,256.0,-0.25,-0.12,,
Quinn Ewers,MIA,QB,3,2025,257.0,-0.26,-0.09,,
Emanuel Wilson,GB,RB,16,2025,258.0,-0.26,-0.02,-1.69,-0.11
Marquise Brown,KC,WR,15,2025,259.0,-0.26,-0.02,-0.45,-0.03
Jaret Patterson,LAC,RB,5,2025,260.0,-0.26,-0.05,-0.72,-0.14
Kendre Miller,NO,RB,7,2025,261.0,-0.27,-0.04,-0.86,-0.12
Will Mallory,IND,TE,2,2025,262.0,-0.28,-0.14,-0.41,-0.2
Jacoby Jones,WAS,WR,2,2025,263.0,-0.28,-0.14,-0.39,-0.19
Corey Kiner,ARI,RB,3,2025,264.0,-0.29,-0.1,-0.6,-0.2
Nathan Carter,ATL,RB,3,2025,265.0,-0.29,-0.1,-0.61,-0.2
Kirk Cousins,ATL,QB,9,2025,266.0,-0.3,-0.03,,
Bryce Oliver,TEN,WR,2,2025,267.0,-0.31,-0.15,-0.42,-0.21
Antonio Gibson,NE,RB,5,2025,268.0,-0.31,-0.06,-0.77,-0.15
Tua Tagovailoa,MIA,QB,14,2025,269.0,-0.31,-0.02,,
Cam Akers,SEA,RB,3,2025,270.0,-0.32,-0.11,-0.65,-0.22
Stephen Carlson,CHI,TE,2,2025,271.0,-0.32,-0.16,-0.46,-0.23
Treyton Welch,NO,TE,2,2025,271.0,-0.32,-0.16,-0.46,-0.23
Zach Wood,NO,TE,2,2025,271.0,-0.32,-0.16,-0.46,-0.23
E.J. Jenkins,PHI,TE,2,2025,271.0,-0.32,-0.16,-0.46,-0.23
Thomas Fidone II,NYG,TE,2,2025,271.0,-0.32,-0.16,-0.46,-0.23
Spencer Rattler,NO,QB,9,2025,276.0,-0.33,-0.04,,
Hunter Renfrow,CAR,WR,6,2025,277.0,-0.33,-0.05,-0.56,-0.09
Ricky White III,SEA,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Dalevon Campbell,LAC,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Coleman Owen,IND,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Steven Sims Jr.,ARI,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Jackson Meeks,DET,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Kaden Davis,CLE,WR,2,2025,278.0,-0.33,-0.16,-0.46,-0.23
Russell Wilson,NYG,QB,6,2025,284.0,-0.33,-0.06,,
Owen Wright,TB,RB,3,2025,285.0,-0.34,-0.11,-0.68,-0.23
Robbie Chosen,WAS,WR,3,2025,286.0,-0.34,-0.11,-0.46,-0.15
Eric Gray,NYG,RB,3,2025,287.0,-0.35,-0.12,-0.69,-0.23
Chase Edmonds,WAS,RB,3,2025,287.0,-0.35,-0.12,-0.69,-0.23
Trey Sermon,PIT,RB,3,2025,287.0,-0.35,-0.12,-0.69,-0.23
Rashid Shaheed,SEA,WR,17,2025,290.0,-0.35,-0.02,-0.55,-0.03
Jaydon Blue,DAL,RB,4,2025,291.0,-0.35,-0.09,-0.75,-0.19
Nyheim Miller-Hines,NO,RB,3,2025,292.0,-0.35,-0.12,-0.69,-0.23
Mecole Hardman Jr.,BUF,WR,2,2025,293.0,-0.35,-0.17,-0.5,-0.25
Josh Downs,IND,WR,15,2025,294.0,-0.35,-0.02,-0.48,-0.03
Zamir White,LV,RB,4,2025,295.0,-0.36,-0.09,-0.76,-0.19
Geno Smith,LV,QB,15,2025,296.0,-0.36,-0.02,,
Greg Dulcich,MIA,TE,9,2025,297.0,-0.36,-0.04,-0.77,-0.09
Jaylen Wright,MIA,RB,10,2025,298.0,-0.37,-0.04,-1.27,-0.13
Marcus Mariota,WAS,QB,12,2025,299.0,-0.37,-0.03,,
Calvin Ridley,TEN,WR,7,2025,300.0,-0.37,-0.05,-0.52,-0.07
Keon Coleman,BUF,WR,12,2025,301.0,-0.38,-0.03,-0.61,-0.05
Anthony Richardson Sr.,IND,QB,2,2025,302.0,-0.39,-0.19,,
Kedon Slovis,ARI,QB,2,2025,303.0,-0.39,-0.19,,
Mason Taylor,NYJ,TE,13,2025,304.0,-0.4,-0.03,-0.98,-0.08
Tyler Huntley,BAL,QB,5,2025,305.0,-0.41,-0.08,,
Dameon Pierce,KC,RB,4,2025,306.0,-0.43,-0.11,-0.87,-0.22
Samaje Perine,CIN,RB,14,2025,307.0,-0.43,-0.03,-1.63,-0.12
DeeJay Dallas,JAC,RB,4,2025,308.0,-0.43,-0.11,-0.88,-0.22
Jaleel McLaughlin,DEN,RB,7,2025,309.0,-0.44,-0.06,-1.07,-0.15
Terrell Jennings,NE,RB,6,2025,310.0,-0.44,-0.07,-1.03,-0.17
Tay Martin,FA,WR,3,2025,311.0,-0.44,-0.15,-0.6,-0.2
Khalil Herbert,NYJ,RB,4,2025,312.0,-0.45,-0.11,-0.9,-0.23
Shedrick Jackson,LV,WR,4,2025,313.0,-0.45,-0.11,-0.61,-0.15
Jalen Coker,CAR,WR,10,2025,314.0,-0.46,-0.05,-0.63,-0.06
Jared Wiley,KC,TE,3,2025,315.0,-0.46,-0.15,-0.66,-0.22
Malik Davis,DAL,RB,10,2025,316.0,-0.46,-0.05,-1.36,-0.14
Michael Bandy,DEN,WR,4,2025,317.0,-0.46,-0.12,-0.63,-0.16
Trayveon Williams,CLE,RB,6,2025,318.0,-0.47,-0.08,-1.06,-0.18
Cade Otton,TB,TE,15,2025,319.0,-0.47,-0.03,-1.14,-0.08
Tyler Higbee,LAR,TE,9,2025,320.0,-0.48,-0.05,-0.9,-0.1
Travis Vokolek,ARI,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
Nick Vannett,LAR,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
Giovanni Ricci,DET,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
Ko Kieft,TB,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
Matt Orzech,GB,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
James Winchester,KC,TE,3,2025,321.0,-0.48,-0.16,-0.69,-0.23
Noah Brown,WAS,WR,4,2025,327.0,-0.48,-0.12,-0.64,-0.16
Chris Blair,ATL,WR,3,2025,328.0,-0.49,-0.16,-0.69,-0.23
Malik Turner,SF,WR,3,2025,328.0,-0.49,-0.16,-0.69,-0.23
Xavier Worthy,KC,WR,14,2025,330.0,-0.5,-0.04,-0.66,-0.05
Ryan Flournoy,DAL,WR,14,2025,331.0,-0.5,-0.04,-0.86,-0.06
Pat Freiermuth,PIT,TE,16,2025,332.0,-0.5,-0.03,-1.29,-0.08
Evan Hull,NO,RB,5,2025,333.0,-0.51,-0.1,-1.04,-0.21
Braxton Berrios,HOU,WR,4,2025,334.0,-0.51,-0.13,-0.7,-0.17
Keaton Mitchell,BAL,RB,12,2025,335.0,-0.52,-0.04,-1.53,-0.13
Ty Johnson,BUF,RB,16,2025,336.0,-0.52,-0.03,-1.85,-0.12
Emari Demercado,ARI,RB,12,2025,337.0,-0.52,-0.04,-1.58,-0.13
Joe Milton III,DAL,QB,3,2025,338.0,-0.52,-0.17,,
Josh Reynolds,NYJ,WR,5,2025,339.0,-0.53,-0.11,-0.69,-0.14
Zavier Scott,MIN,RB,10,2025,340.0,-0.53,-0.05,-1.47,-0.15
Trey Lance,LAC,QB,3,2025,341.0,-0.54,-0.18,,
Isaiah Hodgins,NYG,WR,6,2025,342.0,-0.54,-0.09,-0.74,-0.12
James Mitchell,CAR,TE,4,2025,343.0,-0.55,-0.14,-0.8,-0.2
Shane Zylstra,DET,TE,4,2025,344.0,-0.56,-0.14,-0.81,-0.2
Tyson Bagent,CHI,QB,3,2025,345.0,-0.56,-0.19,,
D'Ernest Johnson,NE,RB,5,2025,346.0,-0.56,-0.11,-1.13,-0.23
